cod_municipio,municipio,latitud,longitud,altitud,poblacion,centros_salud_10mil,gym_total_reviews,gym_weighted_avg_rating,gym_rating_min,gym_rating_max,restaurant_total_reviews,restaurant_weighted_avg_rating,restaurant_rating_min,restaurant_rating_max,pharmacy_total_reviews,pharmacy_weighted_avg_rating,pharmacy_rating_min,pharmacy_rating_max,school_total_reviews,school_weighted_avg_rating,school_rating_min,school_rating_max,n_transport,transport_total_reviews,transport_weighted_avg_rating,transport_rating_min,transport_rating_max,distancia_capital,cultura,n_gym_10mil,n_restaurant_10mil,n_pharmacy_10mil,n_school_10mil,paro_total_10mil,afiliados_construcción_10mil,afiliados_agricultura_y_ganadería_10mil,afiliados_minería_industria_y_energía_10mil,afiliados_servicios_a_empresas_y_financieros_10mil,afiliados_servicios_de_distribución_y_hostelería_10mil,afiliados_otros_servicios_10mil,afiliados_total_10mil,alumnos_total_10mil
611,Galapagar,40.57736,-4.00357,884.4304,36112.0,0,2788,4.411944045911048,3.6,5.0,14228,4.336899072251898,3.8,4.6,1065,4.000657276995305,3.3,5.0,242,4.812809917355372,4.4,5.0,36,557,3.6008976660682226,2.5,5.0,35.516,1.0,5.538325210456358,5.538325210456358,5.538325210456358,5.538325210456358,426.4510412051396,320.1151971643775,14.676561807709348,173.62649534780684,1399.5347806823215,1174.4018608772708,1587.5609215773152,4669.915817456801,3307.487815684537
626,Garganta de los Montes,40.92143,-3.689205,1125.801,415.0,0,12,4.5,4.5,4.5,13844,4.3527954348454205,3.3,4.7,77,4.22987012987013,3.8,4.9,0,4.735690085449596,4.735690085449596,4.735690085449596,27,12,4.591666666666667,3.7,5.0,79.318,0.0,48.19277108433735,481.9277108433735,96.3855421686747,144.57831325301206,409.6385542168675,385.5421686746988,240.96385542168676,289.1566265060241,795.1807228915662,795.1807228915662,1060.2409638554216,3566.265060240964,0.0
632,Gargantilla del Lozoya y Pinilla de Buitrago,40.96463,-3.718601,1136.591,401.0,0,0,0.0,0.0,0.0,11231,4.365844537441012,3.3,5.0,43,4.625581395348837,4.2,4.9,177,4.777966101694916,4.7,5.0,27,3,4.666666666666667,4.5,5.0,81.426,1.0,0.0,498.75311720698255,99.75062344139651,199.50124688279303,623.4413965087282,249.37655860349128,124.68827930174564,174.5635910224439,349.1271820448878,872.8179551122195,1147.1321695760598,2917.7057356608475,0.0
647,Gascones,41.01809,-3.641817,1046.484,236.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,17323,4.077619349997114,2.8,4.7,53,0.0,0.0,0.0,53,5.0,5.0,5.0,34,92,4.445652173913044,3.0,5.0,80.024,0.0,42.3728813559322,847.457627118644,127.11864406779662,338.9830508474576,381.35593220338984,381.35593220338984,296.6101694915254,338.9830508474576,1059.322033898305,1355.9322033898304,1016.949152542373,4449.152542372881,0.0
663,Griñón,40.21424,-3.856192,676.9866,10714.0,1,1059,4.276770538243626,2.0,5.0,14649,4.130247798484539,2.8,4.8,854,4.430444964871195,3.6,5.0,259,4.345173745173745,3.8,5.0,23,97,2.318556701030928,1.0,5.0,33.337,1.0,18.667164457718872,18.667164457718872,18.667164457718872,18.667164457718872,355.60948291954446,281.874183311555,20.53388090349076,518.0138137016987,980.9594922531268,1275.900690685085,1145.2305394810528,4222.512600336009,6311.368303154751
679,Guadalix de la Sierra,40.78483,-3.692719,841.0,6912.0,0,480,4.199999999999999,3.9,5.0,8379,4.392457333810716,3.6,5.0,322,4.458695652173913,4.0,4.8,51,4.962745098039216,4.9,5.0,24,19,4.521052631578947,3.0,5.0,58.847,0.0,14.467592592592592,28.935185185185183,13.020833333333332,23.148148148148145,499.13194444444446,344.3287037037037,78.125,332.7546296296297,1025.7523148148148,1098.0902777777778,1267.361111111111,4146.412037037037,2500.0
685,Guadarrama,40.67348,-4.090732,965.5875,17069.0,1,578,4.8306228373702425,3.0,5.0,27502,4.434310231983129,3.7,4.6,444,3.9813063063063066,2.7,5.0,98,4.868367346938776,4.7,5.0,28,163,4.004294478527608,1.0,5.0,50.794,0.0,11.717148046165562,11.717148046165562,7.030288827699338,11.717148046165562,398.38303356962916,308.7468510164626,19.33329427617318,179.27236510633313,1000.6444431425392,1162.341086179624,1632.1987228308628,4302.536762551995,7020.915109262405
698,Hiruela (La),41.0785,-3.454731,1255.356,84.0,0,0,0.0,0.0,0.0,3291,4.318930416286843,3.8,4.8,4,0.0,0.0,0.0,0,4.735690085449596,4.735690085449596,4.735690085449596,3,16,4.8,4.8,4.8,97.734,0.0,0.0,952.3809523809523,238.09523809523807,0.0,476.19047619047615,0.0,0.0,0.0,238.09523809523807,476.19047619047615,357.1428571428571,1071.4285714285713,0.0
702,Horcajo de la Sierra,41.06738,-3.585321,1080.612,231.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,6876,4.440721349621874,3.8,4.8,7,0.0,0.0,0.0,7,5.0,5.0,5.0,30,23,4.539130434782609,2.0,5.0,89.479,0.0,43.29004329004329,779.2207792207791,129.8701298701299,173.16017316017317,519.4805194805195,86.58008658008659,173.16017316017317,43.29004329004329,606.0606060606061,952.3809523809523,822.5108225108225,2683.982683982684,0.0
719,Horcajuelo de la Sierra,41.06009,-3.54552,1138.176,111.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,5677,4.4396864541130885,3.8,4.8,4,0.0,0.0,0.0,7,5.0,5.0,5.0,28,32,4.65,2.0,5.0,94.536,0.0,90.09009009009009,1081.081081081081,180.18018018018017,180.18018018018017,360.36036036036035,450.45045045045043,270.27027027027026,270.27027027027026,540.5405405405405,990.990990990991,2072.072072072072,4594.594594594595,0.0
724,Hoyo de Manzanares,40.62273,-3.90712,1005.688,9186.0,0,510,4.8843137254901965,3.3,5.0,18828,4.342054387083067,3.5,4.7,358,4.320111731843575,3.5,5.0,264,4.789015151515152,4.2,5.0,30,159,3.723270440251573,1.0,5.0,36.584,1.0,21.77226213803614,21.77226213803614,15.240583496625298,21.77226213803614,352.71064663618546,189.41868060091443,21.77226213803614,149.13999564554757,1364.0322229479643,967.7770520357066,1345.5258001306336,4037.6660134988024,3831.918136294361
730,Humanes de Madrid,40.24954,-3.827206,675.6912,20054.0,0,3878,4.2178442496132025,3.7,5.0,13942,3.9778152345431055,3.6,4.6,1443,4.2710325710325705,2.8,5.0,318,4.205345911949685,2.5,5.0,33,1586,3.4418663303909205,1.0,5.0,31.246,0.0,9.973072703700009,9.973072703700009,9.973072703700009,9.973072703700009,548.5189987035005,429.3407798942854,6.981150892590007,552.0095741497955,1009.274957614441,1442.1063129550216,1034.2076393736909,4473.920414879824,5284.731225690635
758,Loeches,40.38393,-3.409393,639.8891,9253.0,0,1490,4.474228187919463,3.5,5.0,8727,4.312489973645009,3.8,4.7,975,4.266153846153846,3.7,5.0,61,4.732786885245901,3.8,5.0,24,12,4.075,3.0,5.0,28.433,1.0,21.614611477358697,21.614611477358697,21.614611477358697,21.614611477358697,458.22976332000434,305.84675240462553,11.888036312547282,735.9775208040635,970.4960553334054,1480.6008861990704,956.4465578731223,4461.255808926834,2526.748081703231
761,Lozoya,40.9515,-3.791897,1111.051,620.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,10995,4.313969986357436,3.4,5.0,43,4.637209302325581,4.3,4.8,131,4.7,4.7,4.7,24,16,4.5125,3.0,5.0,85.605,0.0,16.129032258064516,322.5806451612903,48.38709677419355,96.7741935483871,467.741935483871,370.96774193548384,290.3225806451613,290.3225806451613,548.3870967741935,725.8064516129033,951.6129032258063,3177.4193548387098,2000.0
9015,Lozoyuela-Navas-Sieteiglesias,40.92643,-3.617723,1022.991,1479.0,0,265,4.211320754716981,4.0,5.0,15257,4.239332765288064,3.8,5.0,112,3.994642857142857,3.6,5.0,0,4.735690085449596,4.735690085449596,4.735690085449596,27,21,4.666666666666667,3.5,5.0,68.104,0.0,40.56795131845842,135.2265043948614,33.80662609871535,40.56795131845842,473.29276538201486,344.82758620689657,87.89722785665991,229.88505747126436,567.9513184584179,1149.4252873563219,1020.9601081812035,3400.946585530764,3894.523326572008
783,Madarcos,41.04731,-3.582663,1057.624,70.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,8455,4.453199290360733,3.8,4.8,7,0.0,0.0,0.0,7,5.0,5.0,5.0,32,31,4.529032258064516,2.0,5.0,92.498,0.0,142.85714285714286,2857.142857142857,428.57142857142856,571.4285714285714,142.85714285714286,285.7142857142857,428.57142857142856,142.85714285714286,714.2857142857142,1142.857142857143,1571.4285714285713,4285.714285714285,0.0
822,Manzanares el Real,40.72705,-3.864914,917.528,9539.0,1,441,4.898412698412698,4.0,5.0,12057,4.18435763456913,3.7,4.8,179,4.124022346368715,3.4,4.7,51,4.868627450980392,3.7,5.0,23,40,4.355,2.5,5.0,51.894,4.0,14.676590837614006,20.96655833944858,6.289967501834574,16.773246671558862,430.8627738756683,294.58014466925255,30.401509592200437,230.63214173393436,1093.4060174022434,972.848306950414,1367.0196037320472,3988.8877240800925,1654.2614529824928
838,Meco,40.5542,-3.328439,670.2038,15812.0,1,2871,4.409369557645419,3.3,5.0,23786,3.833078281341967,3.5,4.5,1363,4.423550990462215,3.8,5.0,248,4.726209677419355,3.7,4.9,25,225,3.2444444444444445,2.2,5.0,48.983,1.0,12.648621300278268,12.648621300278268,12.648621300278268,12.648621300278268,418.66936503921073,277.63723754110805,17.70806982038958,480.01517834556034,926.5115102453833,1214.9000758917277,1019.4788768024285,3936.2509486465974,3368.327852264103
843,Mejorada del Campo,40.39701,-3.487864,580.1962,24632.0,0,4509,4.286538035041029,3.5,5.0,15855,4.094626300851466,3.4,4.6,1103,4.158839528558477,3.5,5.0,276,4.527536231884059,3.8,5.0,33,1265,3.769960474308301,1.0,5.0,21.041,2.0,8.119519324455993,8.119519324455993,8.119519324455993,8.119519324455993,484.73530367002274,388.1130237089964,2.841831763559597,607.3400454693082,960.539136083144,1592.23773952582,968.252679441377,4519.324455992205,3618.05781097759
856,Miraflores de la Sierra,40.81381,-3.766699,1149.553,7209.0,0,311,4.588745980707396,4.0,5.0,12366,4.305256348051109,3.7,4.7,395,4.2893670886075945,3.6,4.8,521,4.913243761996162,4.9,5.0,21,11,3.627272727272727,1.0,5.0,55.446,0.0,15.258704397281175,27.743098904147594,12.484394506866417,27.743098904147594,482.7299209321681,375.91899015119986,47.16326813705091,233.04203079483977,998.7515605493134,1120.8211957275628,1217.9220418920793,3993.619087252046,1914.273824386184
869,Molar (El),40.73291,-3.582258,819.3329,10079.0,1,1016,4.711712598425197,3.0,5.0,10742,4.224790541798548,3.2,4.7,393,4.091094147582696,3.5,5.0,200,4.7875,4.3,5.0,25,43,4.27906976744186,3.4,5.0,43.648,1.0,17.858914574858616,19.843238416509575,9.921619208254787,19.843238416509575,464.331778946324,319.4761385058041,22.819724178986007,432.5825974799087,981.2481396963984,1201.5080861196548,1005.06002579621,3962.694711776962,3913.086615735688
875,Molinos (Los),40.71456,-4.072706,1046.887,4812.0,0,485,4.70041237113402,3.0,5.0,28492,4.478576442510179,3.8,4.7,493,4.105070993914807,2.7,4.9,54,4.814814814814815,4.5,5.0,26,334,4.06497005988024,1.0,5.0,55.681,0.0,41.56275976724855,41.56275976724855,29.093931837073985,41.56275976724855,455.11221945137163,430.17456359102243,27.015793848711553,197.4231088944306,1018.2876142975894,1080.6317539484621,1415.211970074813,4168.744804655029,1508.7281795511224
881,Montejo de la Sierra,41.05928,-3.530301,1151.855,374.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,6322,4.381445745017399,3.8,4.8,4,5.0,5.0,5.0,7,5.0,5.0,5.0,27,33,4.690909090909091,2.0,5.0,87.651,0.0,26.7379679144385,374.331550802139,53.475935828877,53.475935828877,294.11764705882354,213.903743315508,133.6898395721925,133.6898395721925,320.85561497326205,534.75935828877,1684.4919786096257,3021.3903743315504,695.1871657754011
894,Moraleja de Enmedio,40.26033,-3.861412,682.4211,5630.0,0,5834,3.861450119986288,3.3,5.0,20853,4.05846640771112,3.5,4.5,1337,4.290875093492895,2.8,5.0,455,4.188351648351648,2.5,5.0,35,1205,3.828464730290456,1.0,5.0,27.17,0.0,35.52397868561279,35.52397868561279,35.52397868561279,35.52397868561279,392.5399644760213,364.1207815275311,19.53818827708703,625.222024866785,891.651865008881,1344.582593250444,1166.96269982238,4412.078152753108,2387.211367673179
908,Moralzarzal,40.68117,-3.97335,982.0547,14504.0,0,3541,4.26469923750353,3.6,5.0,17951,4.388697008523203,3.5,4.9,1185,3.8536708860759497,1.8,5.0,123,4.805691056910569,4.5,5.0,31,454,3.6894273127753294,1.0,5.0,46.641,0.0,13.789299503585218,13.789299503585218,13.789299503585218,13.789299503585218,365.4164368450083,230.28130170987316,17.236624379481523,177.19249862107003,1225.868725868726,1036.265857694429,1326.530612244898,4013.3756205184777,5468.836183121898
915,Morata de Tajuña,40.22751,-3.436966,559.4251,8294.0,0,41,4.224390243902438,3.2,4.4,16104,4.057563338301043,3.3,5.0,52,4.726923076923077,4.6,4.8,0,4.735690085449596,4.735690085449596,4.735690085449596,21,11,3.4545454545454546,1.0,5.0,34.745,0.0,2.411381721726549,24.113817217265495,2.411381721726549,6.028454304316374,553.4121051362431,371.35278514588856,84.39836026042923,618.5194116228599,739.0884977091873,1194.8396431155052,1034.4827586206895,4042.68145647456,2845.430431637328
936,Navacerrada,40.72893,-4.0151,1193.742,3307.0,0,478,4.827196652719666,4.3,5.0,23372,4.460371384562725,3.7,4.9,509,3.862278978388998,2.6,5.0,60,4.845,4.6,5.0,26,342,4.066959064327485,2.3,5.0,52.561,0.0,60.47777441790142,60.47777441790142,45.358330813426065,60.47777441790142,384.03386755367404,278.19776232234653,9.071666162685213,148.17054732385847,943.4532809192623,1267.0093740550349,1176.2927124281825,3822.1953432113696,2068.3398850922285
941,Navalafuente,40.82451,-3.673573,906.057,1703.0,0,362,4.218232044198895,3.9,5.0,11396,4.244190944190945,3.8,4.9,271,4.257195571955719,3.6,4.8,503,4.906361829025845,4.9,5.0,26,15,4.413333333333333,3.0,5.0,59.831,0.0,52.847915443335296,117.43981209630064,58.71990604815032,117.43981209630064,681.1509101585438,311.21550205519674,135.05578391074573,264.2395772166764,980.6224310041104,963.0064591896653,1268.3499706400469,3922.4897240164414,246.62360540223133
954,Navalagamella,40.46916,-4.12338,759.7007,3119.0,0,441,4.789342403628118,4.5,5.0,5007,4.290932694228082,3.6,4.9,298,4.08758389261745,3.5,4.8,45,4.788888888888888,4.3,5.0,23,14,4.428571428571429,3.0,5.0,56.822,0.0,41.68002564924655,64.12311638345624,19.236934915036873,54.50464892593781,580.3142032702789,285.34786790638026,48.09233728759217,160.3077909586406,875.2805386341777,1016.3513946777814,1224.7515229240141,3610.1314523885862,1365.8223789676176
967,Navalcarnero,40.28781,-4.013766,672.8241,32684.0,0,2916,4.5156721536351165,3.8,5.0,12745,4.077551981169087,3.2,4.7,910,4.2820879120879125,3.5,5.0,92,4.6891304347826095,4.4,5.0,23,84,4.291666666666666,2.0,4.5,36.609,3.0,6.119202056051891,6.119202056051891,6.119202056051891,6.119202056051891,470.26067800758784,341.7574348304981,17.745685962550485,288.82633704564927,925.2233508750459,1161.7305103414515,1258.7198629298741,3994.003181985069,4934.524538000245
973,Navarredonda y San Mamés,40.99078,-3.726047,1219.314,154.0,0,0,0.0,0.0,0.0,6029,4.316337701111295,3.3,5.0,22,0.0,0.0,0.0,46,5.0,5.0,5.0,24,2,3.0,1.0,5.0,85.319,0.0,0.0,1038.961038961039,129.8701298701299,259.7402597402598,519.4805194805195,259.7402597402598,194.8051948051948,64.93506493506494,584.4155844155844,454.54545454545456,844.1558441558442,2402.5974025974024,0.0
992,Navas del Rey,40.38501,-4.250652,717.2259,3344.0,3,130,4.71076923076923,4.0,5.0,9511,4.346093996425192,3.9,5.0,58,4.205172413793103,3.5,4.6,1280,4.756796875000001,4.7,5.0,23,42,4.1119047619047615,1.0,5.0,60.506,1.0,14.952153110047847,59.80861244019139,14.952153110047847,38.8755980861244,607.0574162679426,463.51674641148327,71.77033492822967,311.0047846889952,630.9808612440191,927.0334928229665,950.956937799043,3355.2631578947367,2739.2344497607655
1006,Nuevo Baztán,40.36552,-3.243183,834.9736,7393.0,0,10,4.6,4.6,4.6,5848,3.955848153214775,3.2,4.8,159,4.648427672955975,3.4,4.9,19,4.578947368421052,4.5,5.0,22,8,3.375,3.0,5.0,48.3,2.0,5.410523468145542,27.052617340727714,9.468416069254701,17.584201271473013,536.9944542134451,316.5156228865143,12.173677803327472,336.8050858920601,788.583795482213,1151.0888678479644,899.4995265791965,3504.6665764912755,3965.913702150683
1013,Olmeda de las Fuentes,40.36943,-3.221704,785.2642,409.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,6223,4.003374578177729,3.2,4.8,132,4.620454545454545,3.4,4.9,29,4.724137931034483,4.5,5.0,22,9,3.555555555555556,3.0,5.0,53.406,0.0,73.34963325183374,488.99755501222495,171.14914425427872,293.39853300733495,660.1466992665037,293.39853300733495,195.59902200488997,244.49877750611248,660.1466992665037,904.6454767726161,1344.7432762836186,3643.031784841076,440.09779951100245
1028,Orusco de Tajuña,40.28515,-3.208557,662.3139,1504.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,3328,4.490474759615384,3.5,5.0,88,4.902272727272728,4.9,5.0,2,5.0,5.0,5.0,20,14,4.635714285714286,4.0,5.0,57.456,0.0,6.648936170212766,73.13829787234043,33.24468085106383,59.840425531914896,664.8936170212766,305.8510638297872,26.595744680851062,492.0212765957447,711.436170212766,851.063829787234,1097.0744680851064,3484.0425531914893,3590.425531914894
1049,Paracuellos de Jarama,40.50481,-3.53227,692.0413,27241.0,0,3875,4.30141935483871,3.0,5.0,20578,4.052463796287298,2.9,4.9,1359,4.323178807947021,3.0,4.8,805,4.581366459627329,3.7,5.0,32,2033,3.954058042302016,2.5,4.5,24.676,1.0,7.341874380529349,7.341874380529349,7.341874380529349,7.341874380529349,299.9155684446239,214.382731911457,4.405124628317609,317.9031606769208,1381.7407584156235,1332.550200066077,931.6838588891744,4182.66583458757,5430.050291839507
1071,Patones,40.85573,-3.48511,713.0287,604.0,0,277,4.356678700361011,3.9,5.0,13352,4.190166267225885,3.7,5.0,100,4.09,3.7,4.9,18,4.905555555555556,4.9,5.0,20,38,4.494736842105263,4.1,5.0,65.895,2.0,49.66887417218543,331.12582781456956,66.2251655629139,215.2317880794702,331.12582781456956,215.2317880794702,33.11258278145695,662.2516556291391,248.34437086092714,529.8013245033112,844.3708609271523,2533.112582781457,5264.900662251656
1087,Pedrezuela,40.74369,-3.603798,869.5692,6475.0,0,550,4.813636363636364,3.9,5.0,12254,4.285645503509058,3.2,4.7,195,4.2215384615384615,3.6,4.4,178,4.810112359550561,4.3,5.0,27,22,4.468181818181819,3.0,5.0,45.794,0.0,16.98841698841699,30.888030888030887,7.722007722007722,24.71042471042471,452.50965250965254,305.79150579150576,12.355212355212355,332.04633204633205,1127.4131274131275,1084.1698841698842,1051.7374517374517,3913.5135135135133,2094.2084942084944
1090,Pelayos de la Presa,40.35954,-4.334138,561.4791,3106.0,0,178,4.899438202247191,4.0,5.0,13393,4.167206749794668,1.5,5.0,221,3.9714932126696834,1.0,4.4,140,4.503571428571429,4.5,5.0,21,31,3.916129032258065,1.0,5.0,71.93,1.0,28.976175144880873,64.3915003219575,16.097875080489374,38.6349001931745,795.2350289761752,376.69027688345136,22.537025112685125,151.32002575660013,705.0869285254346,869.2852543464263,1007.7269800386349,3132.6464906632323,1622.6658081133291
1104,Perales de Tajuña,40.23453,-3.352198,577.9905,3195.0,3,0,4.429228629815559,4.429228629815559,4.429228629815559,13669,3.938795815348599,2.5,5.0,68,4.699999999999999,4.7,4.7,0,4.735690085449596,4.735690085449596,4.735690085449596,22,19,4.163157894736842,2.0,5.0,40.166,2.0,3.1298904538341157,50.07824726134585,6.259780907668231,9.389671361502348,729.2644757433491,397.4960876369327,21.90923317683881,460.09389671361504,738.6541471048513,1173.7089201877934,976.5258215962441,3768.3881064162756,1564.945226917058
1111,Pezuela de las Torres,40.41869,-3.177605,855.1563,990.0,0,27,4.933333333333333,4.9,5.0,2741,4.257059467347683,3.4,4.7,125,4.2784,3.4,4.9,11,5.0,5.0,5.0,10,21,4.571428571428571,3.0,5.0,51.574,1.0,40.4040404040404,111.11111111111111,60.60606060606061,70.70707070707071,404.0404040404041,212.12121212121212,111.11111111111111,363.6363636363636,585.8585858585859,919.1919191919192,717.1717171717172,2909.090909090909,464.64646464646466
1126,Pinilla del Valle,40.9262,-3.819392,1097.138,199.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,16429,4.343532777405807,3.4,4.6,41,4.190243902439025,3.6,4.7,131,4.7,4.7,4.7,21,32,4.459375,2.0,5.0,91.312,1.0,50.25125628140704,1005.0251256281407,150.7537688442211,351.75879396984925,251.25628140703517,100.50251256281408,251.25628140703517,402.0100502512563,854.2713567839196,753.7688442211055,753.7688442211055,3115.5778894472364,0.0
1147,Piñuécar-Gandullas,41.03265,-3.599468,1063.421,185.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,15604,4.130447321199692,3.0,4.7,54,0.0,0.0,0.0,53,5.0,5.0,5.0,35,70,4.462857142857143,2.0,5.0,83.028,0.0,108.10810810810811,1081.081081081081,270.27027027027026,540.5405405405405,378.3783783783784,324.3243243243243,324.3243243243243,324.3243243243243,756.7567567567568,810.8108108108108,1513.5135135135135,4054.054054054054,0.0
1163,Pozuelo del Rey,40.36622,-3.321994,807.1237,1302.0,0,260,4.201153846153846,3.5,5.0,4567,4.063849354061748,3.2,4.8,263,4.480608365019012,3.5,4.9,34,4.658823529411765,4.5,5.0,23,8,3.6375,1.0,5.0,41.51,1.0,69.12442396313365,153.60983102918587,76.80491551459293,107.52688172043011,552.9953917050692,330.26113671274965,84.48540706605223,537.6344086021505,745.0076804915515,1251.9201228878649,814.1321044546851,3763.440860215054,245.77572964669739
1179,Prádena del Rincón,41.04411,-3.540921,1114.976,139.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,6246,4.453666346461736,3.8,4.8,4,0.0,0.0,0.0,7,5.0,5.0,5.0,29,31,4.670967741935484,2.0,5.0,85.383,1.0,71.94244604316548,1079.136690647482,143.88489208633095,143.88489208633095,431.6546762589928,359.71223021582733,503.59712230215825,359.71223021582733,215.8273381294964,575.5395683453238,1942.4460431654677,3956.8345323741005,0.0
1185,Puebla de la Sierra,41.01208,-3.444847,1160.507,93.0,0,0,0.0,0.0,0.0,64,4.7,4.7,4.7,0,0.0,0.0,0.0,0,4.735690085449596,4.735690085449596,4.735690085449596,1,0,4.064783939634383,4.064783939634383,4.064783939634383,103.62,0.0,0.0,107.52688172043011,0.0,107.52688172043011,322.5806451612903,215.05376344086022,430.10752688172045,322.5806451612903,107.52688172043011,537.6344086021505,430.10752688172045,2043.0107526881723,0.0
9020,Puentes Viejas,40.99496,-3.550907,1065.958,774.0,0,0,0.0,0.0,0.0,3873,4.505344694035631,4.0,4.8,15,5.0,5.0,5.0,7,5.0,5.0,5.0,29,7,4.714285714285714,4.0,5.0,75.189,1.0,0.0,155.03875968992247,12.919896640826874,12.919896640826874,310.07751937984494,193.7984496124031,116.27906976744185,167.95865633074936,633.0749354005168,956.0723514211886,1214.4702842377262,3281.653746770026,0.0
1198,Quijorna,40.42656,-4.057429,574.5786,3987.0,0,1459,4.45654557916381,3.6,5.0,13290,4.277494356659142,3.1,4.5,707,4.354738330975955,3.0,4.9,493,4.566125760649087,4.2,5.0,25,8,4.25,1.0,5.0,45.968,0.0,50.163029847002754,50.163029847002754,30.097817908201655,50.163029847002754,368.69826937547026,270.8803611738149,37.62227238525207,203.16027088036117,1060.9480812641084,1161.2741409581138,1507.399046902433,4241.284173564083,1063.4562327564586
1202,Rascafría,40.90381,-3.879398,1157.038,1712.0,6,0,4.429228629815559,4.429228629815559,4.429228629815559,17725,4.401528913963328,3.8,4.7,30,4.15,3.6,4.7,0,4.735690085449596,4.735690085449596,4.735690085449596,21,38,4.436842105263158,2.0,5.0,95.391,1.0,5.841121495327102,116.82242990654206,11.682242990654204,17.523364485981308,403.03738317757006,408.8785046728972,251.1682242990654,257.0093457943925,619.1588785046729,1384.3457943925232,998.8317757009346,3919.392523364486,1378.504672897196
1219,Redueña,40.8163,-3.603684,823.9578,292.0,0,963,4.565524402907581,3.9,5.0,17534,4.06401277517965,3.8,4.9,227,3.953303964757709,3.6,4.4,4,5.0,5.0,5.0,27,25,3.756,1.0,5.0,56.05,0.0,445.20547945205476,684.931506849315,273.972602739726,547.945205479452,342.4657534246575,273.972602739726,68.4931506849315,821.917808219178,856.1643835616438,1027.3972602739725,1335.6164383561645,4383.561643835616,616.4383561643835
1224,Ribatejada,40.6665,-3.392131,761.6322,911.0,0,1027,4.713242453748784,2.8,5.0,5662,4.026368774284705,3.2,5.0,573,4.435776614310647,3.5,5.0,50,4.904,4.7,5.0,24,17,4.241176470588235,3.5,5.0,51.73,1.0,197.58507135016464,219.53896816684963,186.60812294182216,219.53896816684963,669.5938529088913,362.23929747530184,43.90779363336993,406.1470911086718,823.271130625686,976.9484083424808,592.7552140504939,3205.2689352360044,1207.464324917673
1245,Robledillo de la Jara,40.95299,-3.525749,1017.706,132.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,7679,4.363029040239614,4.2,4.6,15,0.0,0.0,0.0,0,4.735690085449596,4.735690085449596,4.735690085449596,27,14,4.585714285714286,4.0,5.0,79.092,0.0,75.75757575757576,984.8484848484848,75.75757575757576,0.0,681.8181818181818,303.03030303030306,0.0,227.27272727272728,454.54545454545456,681.8181818181818,1212.1212121212122,2878.787878787879,0.0
