cod_municipio,municipio,latitud,longitud,altitud,poblacion,centros_salud_10mil,farmacias_10mil,latitud_google_places,longitud_google_places,poblacion_google_places,n_gym,gym_total_reviews,gym_weighted_avg_rating,gym_rating_min,gym_rating_max,n_restaurant,restaurant_total_reviews,restaurant_weighted_avg_rating,restaurant_rating_min,restaurant_rating_max,n_pharmacy,pharmacy_total_reviews,pharmacy_weighted_avg_rating,pharmacy_rating_min,pharmacy_rating_max,n_school,school_total_reviews,school_weighted_avg_rating,school_rating_min,school_rating_max,n_transport,transport_total_reviews,transport_weighted_avg_rating,transport_rating_min,transport_rating_max,Año,Tipo territorio,Código territorio,Territorio,paro_total,Estado dato,Año_paro_por100,Tipo territorio_paro_por100,Código territorio_paro_por100,Territorio_paro_por100,paro_100,Estado dato_paro_por100,Año_distancia,Tipo territorio_distancia,Código territorio_distancia,Territorio_distancia,distancia_capital,Estado dato_distancia,afiliados_agricultura_y_ganadería,afiliados_construcción,afiliados_minería_industria_y_energía,afiliados_otros_servicios,afiliados_servicios_a_empresas_y_financieros,afiliados_servicios_de_distribución_y_hostelería,afiliados_total,alumnos_total,cultura,IPVA
611,Galapagar,40.57736,-4.00357,884.4304,36112.0,0,3,40.57736,-4.00357,36112.0,20,2788,4.411944045911048,3.6,5.0,20,14228,4.336899072251898,3.8,4.6,20,1065,4.000657276995305,3.3,5.0,20,242,4.812809917355372,4.4,5.0,36,557,3.6008976660682226,2.5,5.0,2025,Municipios,611.0,Galapagar,1540,,2024,Municipios,611.0,Galapagar,4.45,,2016,Municipios,611,Galapagar,35.516,,53,1156,627,5733,5054,4241,16864,11944,1.0,120.522
626,Garganta de los Montes,40.92143,-3.689205,1125.801,415.0,0,24,40.92143,-3.689205,415.0,2,12,4.5,4.5,4.5,20,13844,4.3527954348454205,3.3,4.7,4,77,4.22987012987013,3.8,4.9,6,0,,,,27,12,4.591666666666667,3.7,5.0,2025,Municipios,626.0,Garganta de los Montes,17,,2024,Municipios,626.0,Garganta de los Montes,4.33,,2016,Municipios,626,Garganta de los Montes,79.318,,10,16,12,44,33,33,148,0,0.0,
632,Gargantilla del Lozoya y Pinilla de Buitrago,40.96463,-3.718601,1136.591,401.0,0,25,40.96463,-3.718601,401.0,0,0,,,,20,11231,4.365844537441012,3.3,5.0,4,43,4.625581395348837,4.2,4.9,8,177,4.777966101694916,4.7,5.0,27,3,4.666666666666667,4.5,5.0,2025,Municipios,632.0,Gargantilla del Lozoya y Pinilla de Buitrago,25,,2024,Municipios,632.0,Gargantilla del Lozoya y Pinilla de Buitrago,6.05,,2016,Municipios,632,Gargantilla del Lozoya y Pinilla de Buitrago,81.426,,5,10,7,46,14,35,117,0,1.0,
647,Gascones,41.01809,-3.641817,1046.484,236.0,0,0,41.01809,-3.641817,236.0,1,0,,,,20,17323,4.077619349997114,2.8,4.7,3,53,2.8867924528301887,2.6,5.0,8,53,5.0,5.0,5.0,34,92,4.445652173913044,3.0,5.0,2025,Municipios,647.0,Gascones,9,,2024,Municipios,647.0,Gascones,5.86,,2016,Municipios,647,Gascones,80.024,,7,9,8,24,25,32,105,0,0.0,
663,Griñón,40.21424,-3.856192,676.9866,10714.0,1,2,40.21424,-3.856192,10714.0,20,1059,4.276770538243626,2.0,5.0,20,14649,4.130247798484539,2.8,4.8,20,854,4.430444964871195,3.6,5.0,20,259,4.345173745173745,3.8,5.0,23,97,2.318556701030928,1.0,5.0,2025,Municipios,663.0,Griñón,381,,2024,Municipios,663.0,Griñón,3.83,,2016,Municipios,663,Griñón,33.337,,22,302,555,1227,1051,1367,4524,6762,1.0,117.384
679,Guadalix de la Sierra,40.78483,-3.692719,841.0,6912.0,0,3,40.78483,-3.692719,6912.0,10,480,4.199999999999999,3.9,5.0,20,8379,4.392457333810716,3.6,5.0,9,322,4.458695652173913,4.0,4.8,16,51,4.962745098039216,4.9,5.0,24,19,4.521052631578947,3.0,5.0,2025,Municipios,679.0,Guadalix de la Sierra,345,,2024,Municipios,679.0,Guadalix de la Sierra,4.95,,2016,Municipios,679,Guadalix de la Sierra,58.847,,54,238,230,876,709,759,2866,1728,0.0,
685,Guadarrama,40.67348,-4.090732,965.5875,17069.0,1,2,40.67348,-4.090732,17069.0,20,578,4.8306228373702425,3.0,5.0,20,27502,4.434310231983129,3.7,4.6,12,444,3.9813063063063066,2.7,5.0,20,98,4.868367346938776,4.7,5.0,28,163,4.004294478527608,1.0,5.0,2025,Municipios,685.0,Guadarrama,680,,2024,Municipios,685.0,Guadarrama,4.35,,2016,Municipios,685,Guadarrama,50.794,,33,527,306,2786,1708,1984,7344,11984,0.0,117.375
698,Hiruela (La),41.0785,-3.454731,1255.356,84.0,0,0,41.0785,-3.454731,84.0,0,0,,,,8,3291,4.318930416286843,3.8,4.8,2,4,5.0,5.0,5.0,0,0,,,,3,16,4.8,4.8,4.8,2025,Municipios,698.0,Hiruela (La),4,,2024,Municipios,698.0,Hiruela (La),1.2,,2016,Municipios,698,Hiruela (La),97.734,,0,0,0,3,2,4,9,0,0.0,
702,Horcajo de la Sierra,41.06738,-3.585321,1080.612,231.0,0,0,41.06738,-3.585321,231.0,1,0,,,,18,6876,4.440721349621874,3.8,4.8,3,7,5.0,5.0,5.0,4,7,5.0,5.0,5.0,30,23,4.539130434782609,2.0,5.0,2025,Municipios,702.0,Horcajo de la Sierra-Aoslos,12,,2024,Municipios,702.0,Horcajo de la Sierra-Aoslos,4.29,,2016,Municipios,702,Horcajo de la Sierra-Aoslos,89.479,,4,2,1,19,14,22,62,0,0.0,
719,Horcajuelo de la Sierra,41.06009,-3.54552,1138.176,111.0,0,0,41.06009,-3.54552,111.0,1,0,,,,12,5677,4.4396864541130885,3.8,4.8,2,4,5.0,5.0,5.0,2,7,5.0,5.0,5.0,28,32,4.65,2.0,5.0,2025,Municipios,719.0,Horcajuelo de la Sierra,4,,2024,Municipios,719.0,Horcajuelo de la Sierra,2.7,,2016,Municipios,719,Horcajuelo de la Sierra,94.536,,3,5,3,23,6,11,51,0,0.0,
724,Hoyo de Manzanares,40.62273,-3.90712,1005.688,9186.0,0,3,40.62273,-3.90712,9186.0,20,510,4.8843137254901965,3.3,5.0,20,18828,4.342054387083067,3.5,4.7,14,358,4.320111731843575,3.5,5.0,20,264,4.789015151515152,4.2,5.0,30,159,3.723270440251573,1.0,5.0,2025,Municipios,724.0,Hoyo de Manzanares,324,,2024,Municipios,724.0,Hoyo de Manzanares,3.54,,2016,Municipios,724,Hoyo de Manzanares,36.584,,20,174,137,1236,1253,889,3709,3520,1.0,
730,Humanes de Madrid,40.24954,-3.827206,675.6912,20054.0,0,3,40.24954,-3.827206,20054.0,20,3878,4.2178442496132025,3.7,5.0,20,13942,3.9778152345431055,3.6,4.6,20,1443,4.2710325710325705,2.8,5.0,20,318,4.205345911949685,2.5,5.0,33,1586,3.4418663303909205,1.0,5.0,2025,Municipios,730.0,Humanes de Madrid,1100,,2024,Municipios,730.0,Humanes de Madrid,5.89,,2016,Municipios,730,Humanes de Madrid,31.246,,14,861,1107,2074,2024,2892,8972,10598,0.0,118.586
758,Loeches,40.38393,-3.409393,639.8891,9253.0,0,2,40.38393,-3.409393,9253.0,20,1490,4.474228187919463,3.5,5.0,20,8727,4.312489973645009,3.8,4.7,20,975,4.266153846153846,3.7,5.0,20,61,4.732786885245901,3.8,5.0,24,12,4.075,3.0,5.0,2025,Municipios,758.0,Loeches,424,,2024,Municipios,758.0,Loeches,4.91,,2016,Municipios,758,Loeches,28.433,,11,283,681,885,898,1370,4128,2338,1.0,
761,Lozoya,40.9515,-3.791897,1111.051,620.0,0,16,40.9515,-3.791897,620.0,1,0,,,,20,10995,4.313969986357436,3.4,5.0,3,43,4.637209302325581,4.3,4.8,6,131,4.7,4.7,4.7,24,16,4.5125,3.0,5.0,2025,Municipios,761.0,Lozoya,29,,2024,Municipios,761.0,Lozoya,4.05,,2016,Municipios,761,Lozoya,85.605,,18,23,18,59,34,45,197,124,0.0,
9015,Lozoyuela-Navas-Sieteiglesias,40.92643,-3.617723,1022.991,1479.0,0,7,40.92643,-3.617723,1479.0,6,265,4.211320754716981,4.0,5.0,20,15257,4.239332765288064,3.8,5.0,5,112,3.994642857142857,3.6,5.0,6,0,,,,27,21,4.666666666666667,3.5,5.0,2025,Municipios,9015.0,Lozoyuela-Navas-Sieteiglesias,70,,2024,Municipios,9015.0,Lozoyuela-Navas-Sieteiglesias,6.0,,2016,Municipios,9015,Lozoyuela-Navas-Sieteiglesias,68.104,,13,51,34,151,84,170,503,576,0.0,
783,Madarcos,41.04731,-3.582663,1057.624,70.0,0,0,41.04731,-3.582663,70.0,1,0,,,,20,8455,4.453199290360733,3.8,4.8,3,7,5.0,5.0,5.0,4,7,5.0,5.0,5.0,32,31,4.529032258064516,2.0,5.0,2025,Municipios,783.0,Madarcos,1,,2024,Municipios,783.0,Madarcos,1.43,,2016,Municipios,783,Madarcos,92.498,,3,2,1,11,5,8,30,0,0.0,
822,Manzanares el Real,40.72705,-3.864914,917.528,9539.0,1,2,40.72705,-3.864914,9539.0,14,441,4.898412698412698,4.0,5.0,20,12057,4.18435763456913,3.7,4.8,6,179,4.124022346368715,3.4,4.7,16,51,4.868627450980392,3.7,5.0,23,40,4.355,2.5,5.0,2025,Municipios,822.0,Manzanares el Real,411,,2024,Municipios,822.0,Manzanares el Real,3.94,,2016,Municipios,822,Manzanares el Real,51.894,,29,281,220,1304,1043,928,3805,1578,4.0,
838,Meco,40.5542,-3.328439,670.2038,15812.0,1,3,40.5542,-3.328439,15812.0,20,2871,4.409369557645419,3.3,5.0,20,23786,3.833078281341967,3.5,4.5,20,1363,4.423550990462215,3.8,5.0,20,248,4.726209677419355,3.7,4.9,25,225,3.2444444444444445,2.2,5.0,2025,Municipios,838.0,Meco,662,,2024,Municipios,838.0,Meco,4.3,,2016,Municipios,838,Meco,48.983,,28,439,759,1612,1465,1921,6224,5326,1.0,121.49
843,Mejorada del Campo,40.39701,-3.487864,580.1962,24632.0,0,3,40.39701,-3.487864,24632.0,20,4509,4.286538035041029,3.5,5.0,20,15855,4.094626300851466,3.4,4.6,20,1103,4.158839528558477,3.5,5.0,20,276,4.527536231884059,3.8,5.0,33,1265,3.769960474308301,1.0,5.0,2025,Municipios,843.0,Mejorada del Campo,1194,,2024,Municipios,843.0,Mejorada del Campo,5.32,,2016,Municipios,843,Mejorada del Campo,21.041,,7,956,1496,2385,2366,3922,11132,8912,2.0,116.45
856,Miraflores de la Sierra,40.81381,-3.766699,1149.553,7209.0,0,4,40.81381,-3.766699,7209.0,11,311,4.588745980707396,4.0,5.0,20,12366,4.305256348051109,3.7,4.7,9,395,4.2893670886075945,3.6,4.8,20,521,4.913243761996162,4.9,5.0,21,11,3.627272727272727,1.0,5.0,2025,Municipios,856.0,Miraflores de la Sierra,348,,2024,Municipios,856.0,Miraflores de la Sierra,5.1,,2016,Municipios,856,Miraflores de la Sierra,55.446,,34,271,168,878,720,808,2879,1380,0.0,
869,Molar (El),40.73291,-3.582258,819.3329,10079.0,1,2,40.73291,-3.582258,10079.0,18,1016,4.711712598425197,3.0,5.0,20,10742,4.224790541798548,3.2,4.7,10,393,4.091094147582696,3.5,5.0,20,200,4.7875,4.3,5.0,25,43,4.27906976744186,3.4,5.0,2025,Municipios,869.0,Molar (El),468,,2024,Municipios,869.0,Molar (El),4.81,,2016,Municipios,869,Molar (El),43.648,,23,322,436,1013,989,1211,3994,3944,1.0,
875,Molinos (Los),40.71456,-4.072706,1046.887,4812.0,0,4,40.71456,-4.072706,4812.0,20,485,4.70041237113402,3.0,5.0,20,28492,4.478576442510179,3.8,4.7,14,493,4.105070993914807,2.7,4.9,20,54,4.814814814814815,4.5,5.0,26,334,4.06497005988024,1.0,5.0,2025,Municipios,875.0,Molinos (Los),219,,2024,Municipios,875.0,Molinos (Los),4.1,,2016,Municipios,875,Molinos (Los),55.681,,13,207,95,681,490,520,2006,726,0.0,
881,Montejo de la Sierra,41.05928,-3.530301,1151.855,374.0,0,27,41.05928,-3.530301,374.0,1,0,,,,14,6322,4.381445745017399,3.8,4.8,2,4,5.0,5.0,5.0,2,7,5.0,5.0,5.0,27,33,4.690909090909091,2.0,5.0,2025,Municipios,881.0,Montejo de la Sierra,11,,2024,Municipios,881.0,Montejo de la Sierra,2.14,,2016,Municipios,881,Montejo de la Sierra,87.651,,5,8,5,63,12,20,113,26,0.0,
894,Moraleja de Enmedio,40.26033,-3.861412,682.4211,5630.0,0,2,40.26033,-3.861412,5630.0,20,5834,3.861450119986288,3.3,5.0,20,20853,4.05846640771112,3.5,4.5,20,1337,4.290875093492895,2.8,5.0,20,455,4.188351648351648,2.5,5.0,35,1205,3.828464730290456,1.0,5.0,2025,Municipios,894.0,Moraleja de Enmedio,221,,2024,Municipios,894.0,Moraleja de Enmedio,4.12,,2016,Municipios,894,Moraleja de Enmedio,27.17,,11,205,352,657,502,757,2484,1344,0.0,
908,Moralzarzal,40.68117,-3.97335,982.0547,14504.0,0,2,40.68117,-3.97335,14504.0,20,3541,4.26469923750353,3.6,5.0,20,17951,4.388697008523203,3.5,4.9,20,1185,3.8536708860759497,1.8,5.0,20,123,4.805691056910569,4.5,5.0,31,454,3.6894273127753294,1.0,5.0,2025,Municipios,908.0,Moralzarzal,530,,2024,Municipios,908.0,Moralzarzal,3.55,,2016,Municipios,908,Moralzarzal,46.641,,25,334,257,1924,1778,1503,5821,7932,0.0,114.599
915,Morata de Tajuña,40.22751,-3.436966,559.4251,8294.0,0,2,40.22751,-3.436966,8294.0,2,41,4.224390243902438,3.2,4.4,20,16104,4.057563338301043,3.3,5.0,2,52,4.726923076923077,4.6,4.8,5,0,,,,21,11,3.4545454545454546,1.0,5.0,2025,Municipios,915.0,Morata de Tajuña,459,,2024,Municipios,915.0,Morata de Tajuña,5.49,,2016,Municipios,915,Morata de Tajuña,34.745,,70,308,513,858,613,991,3353,2360,0.0,
936,Navacerrada,40.72893,-4.0151,1193.742,3307.0,0,3,40.72893,-4.0151,3307.0,20,478,4.827196652719666,4.3,5.0,20,23372,4.460371384562725,3.7,4.9,15,509,3.862278978388998,2.6,5.0,20,60,4.845,4.6,5.0,26,342,4.066959064327485,2.3,5.0,2025,Municipios,936.0,Navacerrada,127,,2024,Municipios,936.0,Navacerrada,3.56,,2016,Municipios,936,Navacerrada,52.561,,3,92,49,389,312,419,1264,684,0.0,
941,Navalafuente,40.82451,-3.673573,906.057,1703.0,0,6,40.82451,-3.673573,1703.0,9,362,4.218232044198895,3.9,5.0,20,11396,4.244190944190945,3.8,4.9,10,271,4.257195571955719,3.6,4.8,20,503,4.906361829025845,4.9,5.0,26,15,4.413333333333333,3.0,5.0,2025,Municipios,941.0,Navalafuente,116,,2024,Municipios,941.0,Navalafuente,6.34,,2016,Municipios,941,Navalafuente,59.831,,23,53,45,216,167,164,668,42,0.0,
954,Navalagamella,40.46916,-4.12338,759.7007,3119.0,0,3,40.46916,-4.12338,3119.0,13,441,4.789342403628118,4.5,5.0,20,5007,4.290932694228082,3.6,4.9,6,298,4.08758389261745,3.5,4.8,17,45,4.788888888888888,4.3,5.0,23,14,4.428571428571429,3.0,5.0,2025,Municipios,954.0,Navalagamella,181,,2024,Municipios,954.0,Navalagamella,5.82,,2016,Municipios,954,Navalagamella,56.822,,15,89,50,382,273,317,1126,426,0.0,
967,Navalcarnero,40.28781,-4.013766,672.8241,32684.0,0,3,40.28781,-4.013766,32684.0,20,2916,4.5156721536351165,3.8,5.0,20,12745,4.077551981169087,3.2,4.7,20,910,4.2820879120879125,3.5,5.0,20,92,4.6891304347826095,4.4,5.0,23,84,4.291666666666666,2.0,4.5,2025,Municipios,967.0,Navalcarnero,1537,,2024,Municipios,967.0,Navalcarnero,5.06,,2016,Municipios,967,Navalcarnero,36.609,,58,1117,944,4114,3024,3797,13054,16128,3.0,121.807
973,Navarredonda y San Mamés,40.99078,-3.726047,1219.314,154.0,0,0,40.99078,-3.726047,154.0,0,0,,,,16,6029,4.316337701111295,3.3,5.0,2,22,4.663636363636363,4.2,4.8,4,46,5.0,5.0,5.0,24,2,3.0,1.0,5.0,2025,Municipios,973.0,Navarredonda y San Mamés,8,,2024,Municipios,973.0,Navarredonda y San Mamés,3.31,,2016,Municipios,973,Navarredonda y San Mamés,85.319,,3,4,1,13,9,7,37,0,0.0,
992,Navas del Rey,40.38501,-4.250652,717.2259,3344.0,3,6,40.38501,-4.250652,3344.0,5,130,4.71076923076923,4.0,5.0,20,9511,4.346093996425192,3.9,5.0,5,58,4.205172413793103,3.5,4.6,13,1280,4.756796875000001,4.7,5.0,23,42,4.1119047619047615,1.0,5.0,2025,Municipios,992.0,Navas del Rey,203,,2024,Municipios,992.0,Navas del Rey,6.21,,2016,Municipios,992,Navas del Rey,60.506,,24,155,104,318,211,310,1122,916,1.0,
1006,Nuevo Baztán,40.36552,-3.243183,834.9736,7393.0,0,3,40.36552,-3.243183,7393.0,4,10,4.6,4.6,4.6,20,5848,3.955848153214775,3.2,4.8,7,159,4.648427672955975,3.4,4.9,13,19,4.578947368421052,4.5,5.0,22,8,3.375,3.0,5.0,2025,Municipios,1006.0,Nuevo Baztán,397,,2024,Municipios,1006.0,Nuevo Baztán,5.41,,2016,Municipios,1006,Nuevo Baztán,48.3,,9,234,249,665,583,851,2591,2932,2.0,
1013,Olmeda de las Fuentes,40.36943,-3.221704,785.2642,409.0,0,25,40.36943,-3.221704,409.0,3,0,,,,20,6223,4.003374578177729,3.2,4.8,7,132,4.620454545454545,3.4,4.9,12,29,4.724137931034483,4.5,5.0,22,9,3.555555555555556,3.0,5.0,2025,Municipios,1013.0,Olmeda de las Fuentes,27,,2024,Municipios,1013.0,Olmeda de las Fuentes,3.92,,2016,Municipios,1013,Olmeda de las Fuentes,53.406,,8,12,10,55,27,37,149,18,0.0,
1028,Orusco de Tajuña,40.28515,-3.208557,662.3139,1504.0,0,7,40.28515,-3.208557,1504.0,1,0,,,,11,3328,4.490474759615384,3.5,5.0,5,88,4.902272727272728,4.9,5.0,9,2,5.0,5.0,5.0,20,14,4.635714285714286,4.0,5.0,2025,Municipios,1028.0,Orusco de Tajuña,100,,2024,Municipios,1028.0,Orusco de Tajuña,6.49,,2016,Municipios,1028,Orusco de Tajuña,57.456,,4,46,74,165,107,128,524,540,0.0,
1049,Paracuellos de Jarama,40.50481,-3.53227,692.0413,27241.0,0,2,40.50481,-3.53227,27241.0,20,3875,4.30141935483871,3.0,5.0,20,20578,4.052463796287298,2.9,4.9,20,1359,4.323178807947021,3.0,4.8,20,805,4.581366459627329,3.7,5.0,32,2033,3.954058042302016,2.5,4.5,2025,Municipios,1049.0,Paracuellos de Jarama,817,,2024,Municipios,1049.0,Paracuellos de Jarama,3.01,,2016,Municipios,1049,Paracuellos de Jarama,24.676,,12,584,866,2538,3764,3630,11394,14792,1.0,116.468
1071,Patones,40.85573,-3.48511,713.0287,604.0,0,17,40.85573,-3.48511,604.0,3,277,4.356678700361011,3.9,5.0,20,13352,4.190166267225885,3.7,5.0,4,100,4.09,3.7,4.9,13,18,4.905555555555556,4.9,5.0,20,38,4.494736842105263,4.1,5.0,2025,Municipios,1071.0,Patones,20,,2024,Municipios,1071.0,Patones,3.82,,2016,Municipios,1071,Patones,65.895,,2,13,40,51,15,32,153,318,2.0,
1087,Pedrezuela,40.74369,-3.603798,869.5692,6475.0,0,2,40.74369,-3.603798,6475.0,11,550,4.813636363636364,3.9,5.0,20,12254,4.285645503509058,3.2,4.7,5,195,4.2215384615384615,3.6,4.4,16,178,4.810112359550561,4.3,5.0,27,22,4.468181818181819,3.0,5.0,2025,Municipios,1087.0,Pedrezuela,293,,2024,Municipios,1087.0,Pedrezuela,4.82,,2016,Municipios,1087,Pedrezuela,45.794,,8,198,215,681,730,702,2534,1356,0.0,
1090,Pelayos de la Presa,40.35954,-4.334138,561.4791,3106.0,0,3,40.35954,-4.334138,3106.0,9,178,4.899438202247191,4.0,5.0,20,13393,4.167206749794668,1.5,5.0,5,221,3.9714932126696834,1.0,4.4,12,140,4.503571428571429,4.5,5.0,21,31,3.916129032258065,1.0,5.0,2025,Municipios,1090.0,Pelayos de la Presa,247,,2024,Municipios,1090.0,Pelayos de la Presa,7.59,,2016,Municipios,1090,Pelayos de la Presa,71.93,,7,117,47,313,219,270,973,504,1.0,
1104,Perales de Tajuña,40.23453,-3.352198,577.9905,3195.0,3,3,40.23453,-3.352198,3195.0,1,0,,,,16,13669,3.938795815348599,2.5,5.0,2,68,4.699999999999999,4.7,4.7,3,0,,,,22,19,4.163157894736842,2.0,5.0,2025,Municipios,1104.0,Perales de Tajuña,233,,2024,Municipios,1104.0,Perales de Tajuña,7.51,,2016,Municipios,1104,Perales de Tajuña,40.166,,7,127,147,312,236,375,1204,500,2.0,
1111,Pezuela de las Torres,40.41869,-3.177605,855.1563,990.0,0,10,40.41869,-3.177605,990.0,4,27,4.933333333333333,4.9,5.0,11,2741,4.257059467347683,3.4,4.7,6,125,4.2784,3.4,4.9,7,11,5.0,5.0,5.0,10,21,4.571428571428571,3.0,5.0,2025,Municipios,1111.0,Pezuela de las Torres,40,,2024,Municipios,1111.0,Pezuela de las Torres,4.55,,2016,Municipios,1111,Pezuela de las Torres,51.574,,11,21,36,71,58,91,288,46,1.0,
1126,Pinilla del Valle,40.9262,-3.819392,1097.138,199.0,0,50,40.9262,-3.819392,199.0,1,0,,,,20,16429,4.343532777405807,3.4,4.6,3,41,4.190243902439025,3.6,4.7,7,131,4.7,4.7,4.7,21,32,4.459375,2.0,5.0,2025,Municipios,1126.0,Pinilla del Valle,5,,2024,Municipios,1126.0,Pinilla del Valle,4.0,,2016,Municipios,1126,Pinilla del Valle,91.312,,5,2,8,15,17,15,62,0,1.0,
1147,Piñuécar-Gandullas,41.03265,-3.599468,1063.421,185.0,0,0,41.03265,-3.599468,185.0,2,0,,,,20,15604,4.130447321199692,3.0,4.7,5,54,2.925925925925926,2.6,5.0,10,53,5.0,5.0,5.0,35,70,4.462857142857143,2.0,5.0,2025,Municipios,1147.0,Piñuécar-Gandullas,7,,2024,Municipios,1147.0,Piñuécar-Gandullas,3.78,,2016,Municipios,1147,Piñuécar-Gandullas,83.028,,6,6,6,28,14,15,75,0,0.0,
1163,Pozuelo del Rey,40.36622,-3.321994,807.1237,1302.0,0,8,40.36622,-3.321994,1302.0,9,260,4.201153846153846,3.5,5.0,20,4567,4.063849354061748,3.2,4.8,10,263,4.480608365019012,3.5,4.9,14,34,4.658823529411765,4.5,5.0,23,8,3.6375,1.0,5.0,2025,Municipios,1163.0,Pozuelo del Rey,72,,2024,Municipios,1163.0,Pozuelo del Rey,5.57,,2016,Municipios,1163,Pozuelo del Rey,41.51,,11,43,70,106,97,163,490,32,1.0,
1179,Prádena del Rincón,41.04411,-3.540921,1114.976,139.0,0,0,41.04411,-3.540921,139.0,1,0,,,,15,6246,4.453666346461736,3.8,4.8,2,4,5.0,5.0,5.0,2,7,5.0,5.0,5.0,29,31,4.670967741935484,2.0,5.0,2025,Municipios,1179.0,Prádena del Rincón,6,,2024,Municipios,1179.0,Prádena del Rincón,1.44,,2016,Municipios,1179,Prádena del Rincón,85.383,,7,5,5,27,3,8,55,0,1.0,
1185,Puebla de la Sierra,41.01208,-3.444847,1160.507,93.0,0,0,41.01208,-3.444847,93.0,0,0,,,,1,64,4.7,4.7,4.7,0,0,,,,1,0,,,,1,0,,,,2025,Municipios,1185.0,Puebla de la Sierra,3,,2024,Municipios,1185.0,Puebla de la Sierra,3.23,,2016,Municipios,1185,Puebla de la Sierra,103.62,,4,2,3,4,1,5,19,0,0.0,
9020,Puentes Viejas,40.99496,-3.550907,1065.958,774.0,0,13,40.99496,-3.550907,774.0,0,0,,,,12,3873,4.505344694035631,4.0,4.8,1,15,5.0,5.0,5.0,1,7,5.0,5.0,5.0,29,7,4.714285714285714,4.0,5.0,2025,Municipios,9020.0,Puentes Viejas,24,,2024,Municipios,9020.0,Puentes Viejas,4.13,,2016,Municipios,9020,Puentes Viejas,75.189,,9,15,13,94,49,74,254,0,1.0,
1198,Quijorna,40.42656,-4.057429,574.5786,3987.0,0,2,40.42656,-4.057429,3987.0,20,1459,4.45654557916381,3.6,5.0,20,13290,4.277494356659142,3.1,4.5,12,707,4.354738330975955,3.0,4.9,20,493,4.566125760649087,4.2,5.0,25,8,4.25,1.0,5.0,2025,Municipios,1198.0,Quijorna,147,,2024,Municipios,1198.0,Quijorna,4.0,,2016,Municipios,1198,Quijorna,45.968,,15,108,81,601,423,463,1691,424,0.0,
1202,Rascafría,40.90381,-3.879398,1157.038,1712.0,6,6,40.90381,-3.879398,1712.0,1,0,,,,20,17725,4.401528913963328,3.8,4.7,2,30,4.15,3.6,4.7,3,0,,,,21,38,4.436842105263158,2.0,5.0,2025,Municipios,1202.0,Rascafría,69,,2024,Municipios,1202.0,Rascafría,4.22,,2016,Municipios,1202,Rascafría,95.391,,43,70,44,171,106,237,671,236,1.0,
1219,Redueña,40.8163,-3.603684,823.9578,292.0,0,35,40.8163,-3.603684,292.0,13,963,4.565524402907581,3.9,5.0,20,17534,4.06401277517965,3.8,4.9,8,227,3.953303964757709,3.6,4.4,16,4,5.0,5.0,5.0,27,25,3.756,1.0,5.0,2025,Municipios,1219.0,Redueña,10,,2024,Municipios,1219.0,Redueña,2.08,,2016,Municipios,1219,Redueña,56.05,,2,8,24,39,25,30,128,18,0.0,
1224,Ribatejada,40.6665,-3.392131,761.6322,911.0,0,11,40.6665,-3.392131,911.0,18,1027,4.713242453748784,2.8,5.0,20,5662,4.026368774284705,3.2,5.0,17,573,4.435776614310647,3.5,5.0,20,50,4.904,4.7,5.0,24,17,4.241176470588235,3.5,5.0,2025,Municipios,1224.0,Ribatejada,61,,2024,Municipios,1224.0,Ribatejada,5.56,,2016,Municipios,1224,Ribatejada,51.73,,4,33,37,54,75,89,292,110,1.0,
1245,Robledillo de la Jara,40.95299,-3.525749,1017.706,132.0,0,0,40.95299,-3.525749,132.0,1,0,,,,13,7679,4.363029040239614,4.2,4.6,1,15,5.0,5.0,5.0,0,0,,,,27,14,4.585714285714286,4.0,5.0,2025,Municipios,1245.0,Robledillo de la Jara,9,,2024,Municipios,1245.0,Robledillo de la Jara,6.87,,2016,Municipios,1245,Robledillo de la Jara,79.092,,0,4,3,16,6,9,38,0,0.0,
1258,Robledo de Chavela,40.50089,-4.238043,893.4601,4763.0,2,4,40.50089,-4.238043,4763.0,7,129,4.550387596899225,4.4,5.0,20,6703,4.302401909592719,3.8,4.9,4,90,4.319999999999999,3.9,4.5,6,1,5.0,5.0,5.0,22,32,3.90625,3.0,4.0,2025,Municipios,1258.0,Robledo de Chavela,278,,2024,Municipios,1258.0,Robledo de Chavela,5.74,,2016,Municipios,1258,Robledo de Chavela,74.92,,50,147,63,563,405,398,1626,992,2.0,
