cod_municipio,municipio,latitud,longitud,altitud,poblacion,centros_salud_10mil,farmacias_10mil,n_gym,gym_total_reviews,gym_weighted_avg_rating,gym_rating_min,gym_rating_max,n_restaurant,restaurant_total_reviews,restaurant_weighted_avg_rating,restaurant_rating_min,restaurant_rating_max,n_pharmacy,pharmacy_total_reviews,pharmacy_weighted_avg_rating,pharmacy_rating_min,pharmacy_rating_max,n_school,school_total_reviews,school_weighted_avg_rating,school_rating_min,school_rating_max,n_transport,transport_total_reviews,transport_weighted_avg_rating,transport_rating_min,transport_rating_max,paro_total,paro_100,distancia_capital,afiliados_agricultura_y_ganadería,afiliados_construcción,afiliados_minería_industria_y_energía,afiliados_otros_servicios,afiliados_servicios_a_empresas_y_financieros,afiliados_servicios_de_distribución_y_hostelería,afiliados_total,alumnos_total,cultura,IPVA
915,Morata de Tajuña,40.22751,-3.436966,559.4251,8294.0,0,2,2,41,4.224390243902438,3.2,4.4,20,16104,4.057563338301043,3.3,5.0,2,52,4.726923076923077,4.6,4.8,5,0,,,,21,11,3.4545454545454546,1.0,5.0,459,5.49,34.745,70,308,513,858,613,991,3353,2360,0.0,
936,Navacerrada,40.72893,-4.0151,1193.742,3307.0,0,3,20,478,4.827196652719666,4.3,5.0,20,23372,4.460371384562725,3.7,4.9,15,509,3.862278978388998,2.6,5.0,20,60,4.845,4.6,5.0,26,342,4.066959064327485,2.3,5.0,127,3.56,52.561,3,92,49,389,312,419,1264,684,0.0,
941,Navalafuente,40.82451,-3.673573,906.057,1703.0,0,6,9,362,4.218232044198895,3.9,5.0,20,11396,4.244190944190945,3.8,4.9,10,271,4.257195571955719,3.6,4.8,20,503,4.906361829025845,4.9,5.0,26,15,4.413333333333333,3.0,5.0,116,6.34,59.831,23,53,45,216,167,164,668,42,0.0,
954,Navalagamella,40.46916,-4.12338,759.7007,3119.0,0,3,13,441,4.789342403628118,4.5,5.0,20,5007,4.290932694228082,3.6,4.9,6,298,4.08758389261745,3.5,4.8,17,45,4.788888888888888,4.3,5.0,23,14,4.428571428571429,3.0,5.0,181,5.82,56.822,15,89,50,382,273,317,1126,426,0.0,
967,Navalcarnero,40.28781,-4.013766,672.8241,32684.0,0,3,20,2916,4.5156721536351165,3.8,5.0,20,12745,4.077551981169087,3.2,4.7,20,910,4.2820879120879125,3.5,5.0,20,92,4.6891304347826095,4.4,5.0,23,84,4.291666666666666,2.0,4.5,1537,5.06,36.609,58,1117,944,4114,3024,3797,13054,16128,3.0,121.807
973,Navarredonda y San Mamés,40.99078,-3.726047,1219.314,154.0,0,0,0,0,,,,16,6029,4.316337701111295,3.3,5.0,2,22,4.663636363636363,4.2,4.8,4,46,5.0,5.0,5.0,24,2,3.0,1.0,5.0,8,3.31,85.319,3,4,1,13,9,7,37,0,0.0,
992,Navas del Rey,40.38501,-4.250652,717.2259,3344.0,3,6,5,130,4.71076923076923,4.0,5.0,20,9511,4.346093996425192,3.9,5.0,5,58,4.205172413793103,3.5,4.6,13,1280,4.756796875000001,4.7,5.0,23,42,4.1119047619047615,1.0,5.0,203,6.21,60.506,24,155,104,318,211,310,1122,916,1.0,
1006,Nuevo Baztán,40.36552,-3.243183,834.9736,7393.0,0,3,4,10,4.6,4.6,4.6,20,5848,3.955848153214775,3.2,4.8,7,159,4.648427672955975,3.4,4.9,13,19,4.578947368421052,4.5,5.0,22,8,3.375,3.0,5.0,397,5.41,48.3,9,234,249,665,583,851,2591,2932,2.0,
1013,Olmeda de las Fuentes,40.36943,-3.221704,785.2642,409.0,0,25,3,0,,,,20,6223,4.003374578177729,3.2,4.8,7,132,4.620454545454545,3.4,4.9,12,29,4.724137931034483,4.5,5.0,22,9,3.555555555555556,3.0,5.0,27,3.92,53.406,8,12,10,55,27,37,149,18,0.0,
1028,Orusco de Tajuña,40.28515,-3.208557,662.3139,1504.0,0,7,1,0,,,,11,3328,4.490474759615384,3.5,5.0,5,88,4.902272727272728,4.9,5.0,9,2,5.0,5.0,5.0,20,14,4.635714285714286,4.0,5.0,100,6.49,57.456,4,46,74,165,107,128,524,540,0.0,
1049,Paracuellos de Jarama,40.50481,-3.53227,692.0413,27241.0,0,2,20,3875,4.30141935483871,3.0,5.0,20,20578,4.052463796287298,2.9,4.9,20,1359,4.323178807947021,3.0,4.8,20,805,4.581366459627329,3.7,5.0,32,2033,3.954058042302016,2.5,4.5,817,3.01,24.676,12,584,866,2538,3764,3630,11394,14792,1.0,116.468
1071,Patones,40.85573,-3.48511,713.0287,604.0,0,17,3,277,4.356678700361011,3.9,5.0,20,13352,4.190166267225885,3.7,5.0,4,100,4.09,3.7,4.9,13,18,4.905555555555556,4.9,5.0,20,38,4.494736842105263,4.1,5.0,20,3.82,65.895,2,13,40,51,15,32,153,318,2.0,
1087,Pedrezuela,40.74369,-3.603798,869.5692,6475.0,0,2,11,550,4.813636363636364,3.9,5.0,20,12254,4.285645503509058,3.2,4.7,5,195,4.2215384615384615,3.6,4.4,16,178,4.810112359550561,4.3,5.0,27,22,4.468181818181819,3.0,5.0,293,4.82,45.794,8,198,215,681,730,702,2534,1356,0.0,
1090,Pelayos de la Presa,40.35954,-4.334138,561.4791,3106.0,0,3,9,178,4.899438202247191,4.0,5.0,20,13393,4.167206749794668,1.5,5.0,5,221,3.9714932126696834,1.0,4.4,12,140,4.503571428571429,4.5,5.0,21,31,3.916129032258065,1.0,5.0,247,7.59,71.93,7,117,47,313,219,270,973,504,1.0,
1104,Perales de Tajuña,40.23453,-3.352198,577.9905,3195.0,3,3,1,0,,,,16,13669,3.938795815348599,2.5,5.0,2,68,4.699999999999999,4.7,4.7,3,0,,,,22,19,4.163157894736842,2.0,5.0,233,7.51,40.166,7,127,147,312,236,375,1204,500,2.0,
1111,Pezuela de las Torres,40.41869,-3.177605,855.1563,990.0,0,10,4,27,4.933333333333333,4.9,5.0,11,2741,4.257059467347683,3.4,4.7,6,125,4.2784,3.4,4.9,7,11,5.0,5.0,5.0,10,21,4.571428571428571,3.0,5.0,40,4.55,51.574,11,21,36,71,58,91,288,46,1.0,
1126,Pinilla del Valle,40.9262,-3.819392,1097.138,199.0,0,50,1,0,,,,20,16429,4.343532777405807,3.4,4.6,3,41,4.190243902439025,3.6,4.7,7,131,4.7,4.7,4.7,21,32,4.459375,2.0,5.0,5,4.0,91.312,5,2,8,15,17,15,62,0,1.0,
1147,Piñuécar-Gandullas,41.03265,-3.599468,1063.421,185.0,0,0,2,0,,,,20,15604,4.130447321199692,3.0,4.7,5,54,2.925925925925926,2.6,5.0,10,53,5.0,5.0,5.0,35,70,4.462857142857143,2.0,5.0,7,3.78,83.028,6,6,6,28,14,15,75,0,0.0,
1163,Pozuelo del Rey,40.36622,-3.321994,807.1237,1302.0,0,8,9,260,4.201153846153846,3.5,5.0,20,4567,4.063849354061748,3.2,4.8,10,263,4.480608365019012,3.5,4.9,14,34,4.658823529411765,4.5,5.0,23,8,3.6375,1.0,5.0,72,5.57,41.51,11,43,70,106,97,163,490,32,1.0,
1179,Prádena del Rincón,41.04411,-3.540921,1114.976,139.0,0,0,1,0,,,,15,6246,4.453666346461736,3.8,4.8,2,4,5.0,5.0,5.0,2,7,5.0,5.0,5.0,29,31,4.670967741935484,2.0,5.0,6,1.44,85.383,7,5,5,27,3,8,55,0,1.0,
1185,Puebla de la Sierra,41.01208,-3.444847,1160.507,93.0,0,0,0,0,,,,1,64,4.7,4.7,4.7,0,0,,,,1,0,,,,1,0,,,,3,3.23,103.62,4,2,3,4,1,5,19,0,0.0,
9020,Puentes Viejas,40.99496,-3.550907,1065.958,774.0,0,13,0,0,,,,12,3873,4.505344694035631,4.0,4.8,1,15,5.0,5.0,5.0,1,7,5.0,5.0,5.0,29,7,4.714285714285714,4.0,5.0,24,4.13,75.189,9,15,13,94,49,74,254,0,1.0,
1198,Quijorna,40.42656,-4.057429,574.5786,3987.0,0,2,20,1459,4.45654557916381,3.6,5.0,20,13290,4.277494356659142,3.1,4.5,12,707,4.354738330975955,3.0,4.9,20,493,4.566125760649087,4.2,5.0,25,8,4.25,1.0,5.0,147,4.0,45.968,15,108,81,601,423,463,1691,424,0.0,
1202,Rascafría,40.90381,-3.879398,1157.038,1712.0,6,6,1,0,,,,20,17725,4.401528913963328,3.8,4.7,2,30,4.15,3.6,4.7,3,0,,,,21,38,4.436842105263158,2.0,5.0,69,4.22,95.391,43,70,44,171,106,237,671,236,1.0,
1219,Redueña,40.8163,-3.603684,823.9578,292.0,0,35,13,963,4.565524402907581,3.9,5.0,20,17534,4.06401277517965,3.8,4.9,8,227,3.953303964757709,3.6,4.4,16,4,5.0,5.0,5.0,27,25,3.756,1.0,5.0,10,2.08,56.05,2,8,24,39,25,30,128,18,0.0,
1224,Ribatejada,40.6665,-3.392131,761.6322,911.0,0,11,18,1027,4.713242453748784,2.8,5.0,20,5662,4.026368774284705,3.2,5.0,17,573,4.435776614310647,3.5,5.0,20,50,4.904,4.7,5.0,24,17,4.241176470588235,3.5,5.0,61,5.56,51.73,4,33,37,54,75,89,292,110,1.0,
1245,Robledillo de la Jara,40.95299,-3.525749,1017.706,132.0,0,0,1,0,,,,13,7679,4.363029040239614,4.2,4.6,1,15,5.0,5.0,5.0,0,0,,,,27,14,4.585714285714286,4.0,5.0,9,6.87,79.092,0,4,3,16,6,9,38,0,0.0,
1258,Robledo de Chavela,40.50089,-4.238043,893.4601,4763.0,2,4,7,129,4.550387596899225,4.4,5.0,20,6703,4.302401909592719,3.8,4.9,4,90,4.319999999999999,3.9,4.5,6,1,5.0,5.0,5.0,22,32,3.90625,3.0,4.0,278,5.74,74.92,50,147,63,563,405,398,1626,992,2.0,
1261,Robregordo,41.10658,-3.593292,1297.608,73.0,0,0,0,0,,,,6,3748,4.113393810032017,3.8,4.6,0,0,,,,2,7,5.0,5.0,5.0,24,11,4.636363636363637,3.0,5.0,6,6.85,89.533,1,2,0,2,2,9,16,0,0.0,
1283,Rozas de Puerto Real,40.31007,-4.490765,876.1035,581.0,0,17,2,10,3.88,1.0,4.6,20,5547,4.225725617450874,3.9,5.0,3,48,2.725,2.0,3.3,10,4,4.8,4.8,4.8,22,9,4.344444444444445,3.0,5.0,30,7.41,92.193,7,11,5,72,15,25,135,330,0.0,
1296,San Agustín del Guadalix,40.67867,-3.615861,667.7155,13849.0,0,1,15,486,4.684567901234568,3.0,5.0,20,15408,4.125681464174455,3.0,4.7,6,381,3.490551181102362,2.6,5.0,14,263,4.82851711026616,4.2,5.0,21,20,4.090000000000001,2.3,5.0,503,3.65,36.132,16,305,634,1512,2092,1768,6327,4738,0.0,116.155
1300,San Fernando de Henares,40.42553,-3.536694,591.3853,38969.0,1,3,20,68031,4.290248563155032,3.5,5.0,20,30547,4.177366026123678,3.4,4.6,20,61191,4.297748034841725,3.0,5.0,20,682,4.585923753665688,3.7,5.0,58,4669,3.987149282501606,1.0,5.0,1807,4.91,18.348,10,1364,1809,4813,5117,6609,19722,16742,2.0,112.163
1317,San Lorenzo de El Escorial,40.59167,-4.149123,1052.468,18772.0,1,3,20,907,4.718853362734289,4.0,5.0,20,29089,4.136113307435799,3.2,4.9,12,501,4.406986027944111,3.6,5.0,20,176,4.403977272727272,3.9,5.0,25,390,3.981538461538461,1.0,5.0,677,3.85,62.624,38,371,284,2988,2224,2027,7932,9744,4.0,118.689
1322,San Martín de la Vega,40.2078,-3.568544,517.0689,20664.0,0,3,14,756,4.249603174603174,3.6,5.0,20,15106,3.559095723553556,2.0,4.6,11,410,3.864146341463415,3.3,5.0,20,420,4.576428571428571,3.0,5.0,21,116,2.872413793103448,2.8,5.0,1159,5.74,30.402,68,838,841,1962,2052,2958,8719,8308,1.0,113.92
1338,San Martín de Valdeiglesias,40.36174,-4.397521,677.8516,9120.0,1,3,9,178,4.899438202247191,4.0,5.0,20,10187,4.197830568371455,3.9,5.0,5,221,3.9714932126696834,1.0,4.4,12,140,4.503571428571429,4.5,5.0,21,36,4.041666666666667,3.0,4.7,585,6.76,78.77,38,372,171,1263,558,799,3201,4586,1.0,
1356,Santa María de la Alameda,40.5957,-4.257937,1411.015,1516.0,0,7,4,40,4.907500000000001,4.9,5.0,20,9860,4.286166328600406,2.0,5.0,4,59,4.079661016949152,3.3,4.8,9,5,3.8,3.8,3.8,23,113,4.260176991150442,4.0,5.0,115,7.65,70.111,26,64,34,153,98,119,494,14,0.0,
1369,Santorcaz,40.47216,-3.233114,864.0168,998.0,0,10,13,447,4.30648769574944,3.9,5.0,20,8544,4.294487359550562,3.4,4.6,8,154,4.323376623376623,3.4,5.0,10,27,4.777777777777778,4.4,5.0,21,22,3.8681818181818177,1.0,5.0,51,5.91,45.724,5,28,42,111,69,93,348,362,4.0,
1375,Santos de la Humosa (Los),40.50191,-3.254799,875.056,2797.0,0,4,16,891,4.670707070707072,4.0,5.0,20,17302,4.175465264131316,3.7,4.6,10,280,4.276785714285714,3.4,5.0,19,220,4.463636363636363,3.5,5.0,25,272,3.047794117647059,1.0,5.0,132,4.56,46.496,4,58,144,225,227,314,972,566,0.0,
1381,Serna del Monte (La),41.02979,-3.625026,1072.925,105.0,0,0,1,0,,,,20,15305,4.017236197321137,2.8,4.7,3,53,2.8867924528301887,2.6,5.0,9,53,5.0,5.0,5.0,33,63,4.428571428571429,3.0,5.0,5,5.71,80.844,5,1,0,11,5,12,34,0,0.0,
1408,Serranillos del Valle,40.20465,-3.885819,650.8673,4632.0,0,4,20,1397,4.340586972083036,3.9,5.0,20,14464,4.299038993362832,2.8,4.8,19,567,4.52962962962963,4.1,5.0,20,190,4.663684210526316,4.3,5.0,21,10,3.5,1.0,5.0,183,4.16,35.694,4,175,218,488,423,626,1934,790,0.0,
1415,Sevilla la Nueva,40.34781,-4.027501,674.3175,9694.0,0,4,20,1820,4.756428571428572,4.0,5.0,20,10955,4.299388407120037,3.1,4.7,20,942,4.376433121019109,3.7,5.0,20,196,4.728571428571429,3.0,4.8,25,14,3.6357142857142857,1.0,5.0,374,3.99,42.875,11,311,278,1313,1175,1171,4259,4484,0.0,
1436,Somosierra,41.13312,-3.581837,1436.419,98.0,0,0,1,0,,,,7,7198,4.050319533203667,3.9,4.6,0,0,,,,1,0,,,,17,10,4.5,3.0,5.0,5,4.21,93.268,7,1,0,7,8,10,33,0,1.0,
1441,Soto del Real,40.75428,-3.783356,922.4442,9436.0,1,3,14,396,4.636616161616161,4.0,5.0,20,15849,4.280976717773991,3.4,4.7,6,278,4.220143884892087,3.7,4.6,14,258,4.908527131782946,4.8,5.0,20,10,4.1,3.0,5.0,325,3.53,44.268,18,219,229,1425,1239,869,3999,7354,0.0,
1454,Talamanca de Jarama,40.74688,-3.513244,655.0905,4526.0,0,4,11,709,4.729196050775741,3.5,5.0,20,13224,4.236698427102239,3.2,4.7,9,352,4.375852272727272,4.0,4.8,18,191,4.81413612565445,4.3,5.0,24,29,4.203448275862069,2.7,5.0,173,4.13,47.636,10,104,208,495,436,480,1733,1456,4.0,
1467,Tielmes,40.24457,-3.314466,580.7983,2807.0,0,4,2,1,5.0,5.0,5.0,20,17941,4.095931107519091,2.5,5.0,5,114,4.732456140350878,4.7,5.0,5,0,,,,22,20,4.105,2.0,5.0,198,7.01,45.405,22,101,230,301,170,305,1129,546,0.0,
1473,Titulcia,40.13673,-3.570501,514.1019,1393.0,0,7,10,312,4.511858974358975,1.7,5.0,20,9791,4.1429067510979465,3.0,4.6,9,376,4.137765957446808,2.5,4.7,18,337,4.81246290801187,4.0,5.0,21,223,2.8269058295964125,2.8,5.0,97,6.71,40.449,5,64,64,153,96,189,571,356,1.0,
1492,Torrejón de la Calzada,40.20154,-3.798929,632.9291,10366.0,0,4,20,4303,4.161003950732046,3.6,5.0,20,14472,4.050096738529575,3.5,5.0,20,1051,4.09895337773549,1.4,5.0,20,353,4.7954674220963165,3.8,5.0,23,510,3.074117647058824,1.0,5.0,407,4.16,27.728,10,302,409,1041,837,1419,4018,5522,0.0,
1505,Torrejón de Velasco,40.18713,-3.778751,609.1476,4887.0,0,4,20,4283,4.163997198225542,3.6,5.0,20,16562,4.009401038521919,3.3,5.0,20,1215,4.051769547325104,1.4,5.0,20,394,4.778426395939087,3.8,5.0,22,416,3.2475961538461537,3.0,5.0,199,3.94,29.513,29,154,207,527,386,653,1956,2262,2.0,
1512,Torrelaguna,40.82785,-3.538488,742.3256,4992.0,2,2,7,381,4.411023622047244,3.5,5.0,20,16039,4.082093646736081,3.3,5.0,8,193,4.0093264248704665,3.6,4.9,14,18,4.905555555555556,4.9,5.0,23,16,4.9375,4.5,5.0,235,4.75,60.357,16,173,304,635,400,505,2033,2574,4.0,
1527,Torrelodones,40.57628,-3.929452,847.145,25250.0,0,3,20,686,4.876093294460642,4.4,5.0,20,19515,4.301147834998719,3.5,4.7,20,545,4.100183486238532,2.0,5.0,20,371,4.811320754716981,4.2,5.0,35,402,2.9977611940298505,1.3,5.0,643,2.59,30.262,22,364,399,3367,4333,2268,10753,15440,3.0,116.529
1533,Torremocha de Jarama,40.83705,-3.494407,705.3375,1134.0,0,9,5,288,4.35,3.5,5.0,20,14230,4.199009135628953,3.7,4.9,5,166,4.054216867469879,3.7,4.9,13,18,4.905555555555556,4.9,5.0,20,12,4.916666666666667,4.5,5.0,43,3.98,64.681,11,29,36,153,69,47,345,26,1.0,
1548,Torres de la Alameda,40.40473,-3.360132,668.0449,7742.0,1,3,20,1608,4.518097014925374,3.0,5.0,20,8126,4.300529165641152,3.6,5.0,12,527,4.266034155597724,2.3,4.9,20,54,4.348148148148148,3.7,5.0,25,7,3.2857142857142856,1.0,5.0,434,5.68,37.051,15,214,602,781,626,1181,3419,3818,0.0,
1551,Valdaracete,40.21115,-3.194556,737.9929,653.0,0,0,0,0,,,,6,2411,4.521360431356283,3.5,5.0,3,18,4.905555555555556,4.9,5.0,5,0,,,,21,10,4.59,4.0,5.0,49,7.6,58.985,26,20,45,76,37,50,254,434,0.0,
1564,Valdeavero,40.63099,-3.332983,713.679,1817.0,0,5,10,307,4.554071661237786,2.8,5.0,20,2742,4.194310722100657,3.6,5.0,14,311,4.510610932475885,3.5,5.0,17,59,5.0,5.0,5.0,22,17,4.0588235294117645,1.0,5.0,110,5.43,47.888,21,60,77,122,148,210,638,198,0.0,
1570,Valdelaguna,40.16192,-3.367249,710.8623,1079.0,0,9,11,80,4.441249999999999,3.7,5.0,20,24179,4.275123040655114,3.6,4.7,7,105,4.196190476190476,3.2,5.0,15,19,4.605263157894737,4.5,5.0,21,0,,,,69,6.12,50.708,2,29,45,63,40,71,250,52,0.0,
1586,Valdemanco,40.87252,-3.662956,1133.363,1065.0,0,10,5,275,4.261818181818182,4.0,5.0,20,18020,4.13723640399556,3.8,4.6,8,205,4.025853658536586,3.6,4.9,11,0,,,,25,12,4.333333333333333,3.5,5.0,46,3.61,65.264,2,51,46,106,92,103,400,28,0.0,
1599,Valdemaqueda,40.51147,-4.295926,864.9176,836.0,0,12,4,96,4.445833333333334,4.4,4.6,20,5663,4.245364647713226,2.6,4.9,4,92,4.477173913043478,4.3,4.8,5,1,5.0,5.0,5.0,23,100,4.141,4.0,5.0,72,8.16,80.311,7,62,26,68,66,64,293,12,0.0,
1603,Valdemorillo,40.50208,-4.065841,820.9337,14139.0,0,2,14,1619,4.878875849289685,4.5,5.0,20,4676,4.316060735671515,2.9,5.0,5,283,4.097526501766785,3.5,4.8,16,112,4.178571428571429,3.9,5.0,22,5,4.0,1.0,5.0,583,4.57,49.031,32,409,280,1961,1779,1565,6026,6350,0.0,122.014
1625,Valdeolmos-Alalpardo,40.62949,-3.475017,680.2087,4579.0,0,2,20,895,4.857988826815643,3.3,5.0,20,8123,4.164409700849441,3.2,4.8,14,756,4.477116402116402,3.5,4.9,20,131,4.933587786259541,4.5,5.0,27,18,4.405555555555556,1.0,5.0,139,2.87,37.129,12,112,181,450,540,570,1865,4204,0.0,
1631,Valdepiélagos,40.76059,-3.465914,744.8907,623.0,0,16,10,357,4.481512605042017,3.5,5.0,20,7514,4.191482565877029,3.3,5.0,8,262,4.443893129770992,4.0,5.0,12,51,4.766666666666668,4.7,4.9,22,42,4.266666666666667,2.7,5.0,35,4.36,51.502,8,24,39,74,50,71,266,14,0.0,
1646,Valdetorres de Jarama,40.69559,-3.514251,651.753,5050.0,0,6,12,544,4.500919117647059,4.0,5.0,20,10130,4.07573543928924,3.2,4.6,12,604,4.543708609271522,3.8,5.0,15,171,4.795321637426901,4.7,5.0,21,17,4.217647058823529,3.0,5.0,288,5.53,41.951,16,193,229,475,510,576,1999,976,1.0,
1659,Valdilecha,40.29548,-3.303884,724.2806,3228.0,0,3,1,1,5.0,5.0,5.0,17,7784,4.178083247687564,2.5,5.0,2,89,4.699999999999999,4.7,4.7,3,0,,,,20,12,3.4250000000000003,1.0,5.0,172,6.22,45.871,30,114,214,261,218,468,1305,1128,1.0,
1662,Valverde de Alcalá,40.41972,-3.298921,733.9373,555.0,0,18,17,1177,4.476890399320306,2.3,5.0,20,6850,4.377372262773722,3.8,5.0,11,351,4.339316239316239,2.3,5.0,20,33,4.654545454545455,3.7,5.0,25,14,4.1571428571428575,2.7,5.0,21,4.52,42.548,6,17,33,37,28,58,179,0,0.0,
1678,Velilla de San Antonio,40.36703,-3.488029,555.8903,14008.0,0,3,20,2793,4.365377730039384,3.7,5.0,20,19627,3.960819279563866,3.4,4.7,20,12630,4.105384006334125,3.1,5.0,20,697,4.345911047345767,3.8,5.0,29,427,3.655971896955504,1.0,5.0,633,4.5,21.48,10,393,874,1503,1526,2053,6359,4500,0.0,115.423
1684,Vellón (El),40.76603,-3.582034,894.388,2160.0,0,5,12,778,4.716966580976864,4.1,5.0,20,12516,4.240244487056568,3.2,4.7,8,258,4.353875968992248,3.6,4.8,18,178,4.810112359550561,4.3,5.0,27,10,4.1,2.0,5.0,139,5.82,48.389,9,64,126,208,187,210,804,346,1.0,
1697,Venturada,40.79869,-3.622139,883.1885,2577.0,0,4,11,717,4.553417015341701,3.9,5.0,20,9273,4.143491858082605,3.8,4.9,10,260,4.380769230769231,3.6,4.8,19,54,4.964814814814815,4.9,5.0,29,32,3.909375,1.0,5.0,77,3.2,52.667,8,46,72,274,338,230,968,620,1.0,
1718,Villa del Prado,40.27678,-4.305642,512.4543,7424.0,1,3,3,198,3.847979797979798,3.3,5.0,20,4725,4.195640211640212,2.4,5.0,4,156,4.360256410256411,3.4,4.8,7,22,4.954545454545454,4.5,5.0,21,14,4.021428571428571,3.6,5.0,400,5.07,66.911,232,340,139,1047,387,722,2867,2928,1.0,
1701,Villaconejos,40.10424,-3.484903,635.7664,3487.0,0,3,5,73,4.423287671232877,3.7,5.0,20,11211,4.397814646329498,3.5,5.0,4,63,4.066666666666666,1.0,4.6,5,4,5.0,5.0,5.0,20,9,4.211111111111111,3.0,5.0,220,6.19,55.549,94,137,164,302,213,530,1440,728,0.0,
1723,Villalbilla,40.43228,-3.298869,744.6702,17967.0,0,2,20,1524,4.4086614173228345,2.3,5.0,20,7362,4.368160825862536,3.8,5.0,12,380,4.2905263157894735,2.3,5.0,20,60,4.48,3.7,5.0,25,15,4.213333333333334,2.7,5.0,578,3.19,39.662,11,404,836,1739,1896,2166,7052,7396,1.0,114.055
1739,Villamanrique de Tajo,40.06812,-3.240428,549.4291,820.0,0,12,0,0,,,,1,307,4.5,4.5,4.5,1,17,3.7,3.7,3.7,1,0,,,,6,0,,,,65,6.91,64.302,26,20,46,54,39,83,268,14,1.0,
1744,Villamanta,40.29961,-4.110051,550.4752,2855.0,0,4,5,251,4.860159362549801,4.8,4.9,9,3137,4.347529486770799,4.1,5.0,5,92,4.331521739130435,3.2,5.0,11,120,4.086666666666667,3.0,5.0,23,13,4.230769230769231,1.0,5.0,161,6.34,47.225,36,134,76,307,224,232,1009,440,0.0,
1757,Villamantilla,40.33805,-4.13056,550.092,1620.0,0,6,6,234,4.803846153846154,3.0,4.9,17,5523,4.268676443961614,3.9,5.0,4,58,3.7586206896551726,3.2,5.0,13,120,4.086666666666667,3.0,5.0,24,23,4.247826086956521,1.0,5.0,93,5.85,53.9,9,61,44,221,160,139,634,530,0.0,
1760,Villanueva de la Cañada,40.44681,-4.005355,655.8425,23714.0,0,3,20,1343,4.430677587490693,3.5,5.0,20,11195,4.260026797677535,3.1,4.6,18,983,4.215361139369279,3.0,4.9,20,597,4.564824120603014,4.2,5.0,27,26,4.473076923076923,3.0,5.0,658,2.84,43.204,33,434,354,3422,3332,2332,9907,37956,1.0,125.794
1782,Villanueva de Perales,40.34705,-4.101031,594.7557,1718.0,0,6,10,383,4.867624020887728,4.8,5.0,20,6148,4.293510084580351,3.1,5.0,10,192,4.1375,3.2,5.0,20,271,4.484132841328413,3.0,5.0,24,10,3.9,1.0,5.0,95,5.56,50.249,12,49,31,238,149,218,697,298,0.0,
1776,Villanueva del Pardillo,40.49063,-3.964322,653.1323,17994.0,0,3,20,3680,4.50195652173913,3.5,5.0,20,12326,4.017783546973877,2.5,4.6,20,1016,4.103346456692913,2.0,4.9,20,325,4.7092307692307696,3.0,4.9,25,13,3.923076923076923,3.0,5.0,594,3.18,28.83,18,413,354,2669,2884,2197,8535,9068,0.0,120.56
1795,Villar del Olmo,40.33669,-3.235551,680.3748,2274.0,0,4,4,0,,,,20,5735,3.9342632955536176,3.2,4.8,6,112,4.571428571428571,3.4,5.0,12,18,4.555555555555555,4.5,5.0,22,9,3.4444444444444446,3.0,5.0,115,4.87,48.941,4,102,125,307,276,395,1209,10,0.0,
1809,Villarejo de Salvanés,40.16873,-3.275975,759.0782,7887.0,1,3,4,141,4.657446808510638,4.3,4.9,20,5276,4.325322213798333,2.8,4.7,5,70,4.618571428571428,4.0,5.0,8,22,5.0,5.0,5.0,22,11,4.0,1.0,5.0,479,6.81,50.672,76,246,760,703,575,801,3161,6210,2.0,
1816,Villaviciosa de Odón,40.3571,-3.90059,647.7311,29294.0,0,3,20,5433,4.121369409166206,3.6,5.0,20,29705,4.137700723783874,3.4,4.6,20,30173,4.202462466443509,3.5,4.9,20,210,4.755238095238095,1.0,5.0,44,1957,3.8469596320899337,2.0,5.0,787,2.73,26.157,23,611,797,3611,3886,3203,12131,25688,3.0,119.104
1821,Villavieja del Lozoya,41.00592,-3.671118,1062.474,327.0,0,31,1,0,,,,20,18655,4.109675690163495,3.0,4.9,4,70,3.3514285714285714,2.6,5.0,8,46,5.0,5.0,5.0,32,118,4.517796610169492,3.0,5.0,13,2.78,80.015,5,13,10,40,22,23,113,38,0.0,
1837,Zarzalejo,40.54749,-4.181604,1105.808,1870.0,0,5,20,681,4.905286343612334,3.3,5.0,20,24261,4.287679815341495,3.2,4.9,13,467,4.5139186295503215,3.9,5.0,20,133,4.257894736842105,3.9,4.8,26,409,3.9410757946210273,3.0,5.0,124,7.31,65.28,12,96,40,244,143,130,665,554,0.0,
