cod_municipio,municipio,latitud,longitud,poblacion,g_supermercados_count,g_supermercados_reviews,g_supermercados_rating_wavg,g_conveniencia_count,g_conveniencia_reviews,g_conveniencia_rating_wavg,g_farmacias_count,g_farmacias_reviews,g_farmacias_rating_wavg,g_bancos_count,g_bancos_reviews,g_bancos_rating_wavg,g_cajeros_count,g_cajeros_reviews,g_cajeros_rating_wavg,g_gasolineras_count,g_gasolineras_reviews,g_gasolineras_rating_wavg,g_hospitales_clinicas_count,g_hospitales_clinicas_reviews,g_hospitales_clinicas_rating_wavg,g_medicos_familia_count,g_medicos_familia_reviews,g_medicos_familia_rating_wavg,g_escuelas_infantiles_count,g_escuelas_infantiles_reviews,g_escuelas_infantiles_rating_wavg,g_colegios_institutos_count,g_colegios_institutos_reviews,g_colegios_institutos_rating_wavg,g_universidad_fp_count,g_universidad_fp_reviews,g_universidad_fp_rating_wavg,g_paradas_bus_count,g_paradas_bus_reviews,g_paradas_bus_rating_wavg,g_estaciones_principales_count,g_estaciones_principales_reviews,g_estaciones_principales_rating_wavg,g_aparcamientos_count,g_aparcamientos_reviews,g_aparcamientos_rating_wavg,g_restaurantes_count,g_restaurantes_reviews,g_restaurantes_rating_wavg,g_cafeterias_count,g_cafeterias_reviews,g_cafeterias_rating_wavg,g_bares_count,g_bares_reviews,g_bares_rating_wavg,g_cines_count,g_cines_reviews,g_cines_rating_wavg,g_gimnasios_count,g_gimnasios_reviews,g_gimnasios_rating_wavg,g_parques_count,g_parques_reviews,g_parques_rating_wavg,g_centros_comerciales_count,g_centros_comerciales_reviews,g_centros_comerciales_rating_wavg,g_comisarias_count,g_comisarias_reviews,g_comisarias_rating_wavg,g_bomberos_count,g_bomberos_reviews,g_bomberos_rating_wavg,g_ayuntamientos_count,g_ayuntamientos_reviews,g_ayuntamientos_rating_wavg,g_juzgados_count,g_juzgados_reviews,g_juzgados_rating_wavg,aq_aqi,aq_co_value,aq_no2_value,aq_o3_value,aq_pm10_value,aq_pm25_value,aq_so2_value
1245,Robledillo de la Jara,40.95299,-3.525749,132.0,1,57,4.5,0,0,,0,0,,0,0,,0,0,,0,0,,20,118,4.729,0,0,,20,118,4.729,0,0,,20,118,4.729,20,118,4.729,11,10,4.72,0,0,,1,137,4.4,0,0,,2,184,4.426,0,0,,0,0,,18,62,4.679,0,0,,0,0,,0,0,,2,27,4.3,20,118,4.729,73,265.22,3.42,33.72,9.33,7.88,0.77
1258,Robledo de Chavela,40.50089,-4.238043,4763.0,2,968,3.718,1,2,5.0,2,56,4.371,2,17,1.812,3,1,2.0,2,2,3.0,21,2369,4.546,1,26,4.5,20,2343,4.546,3,1,5.0,20,2343,4.546,20,2343,4.546,21,30,3.967,3,3,3.333,17,4999,4.333,3,442,4.426,12,2826,4.134,2,950,4.792,2,100,4.426,5,83,4.205,0,0,,2,5,3.0,1,0,,0,0,,20,2343,4.546,70,242.89,4.77,18.31,18.56,18.56,1.97
1261,Robregordo,41.10658,-3.593292,73.0,0,0,,0,0,,0,0,,0,0,,0,0,,1,420,3.5,20,79,4.184,0,0,,20,79,4.184,0,0,,20,79,4.184,20,79,4.184,7,1,5.0,0,0,,0,0,,0,0,,1,21,4.4,0,0,,0,0,,5,456,4.473,0,0,,0,0,,0,0,,1,22,4.0,20,79,4.184,74,269.17,3.31,32.91,12.14,8.97,0.67
1283,Rozas de Puerto Real,40.31007,-4.490765,581.0,0,0,,0,0,,1,12,3.3,0,0,,1,0,,0,0,,20,704,4.316,1,0,,20,704,4.316,5,0,,20,704,4.316,21,704,4.316,9,4,4.775,0,0,,7,2059,4.06,0,0,,9,1060,4.183,0,0,,1,6,3.7,9,210,4.445,0,0,,0,0,,0,0,,1,23,4.3,20,704,4.316,75,90.49,1.14,31.34,5.01,5.01,2.63
1296,San Agustín del Guadalix,40.67867,-3.615861,13849.0,11,5018,4.123,5,1004,3.702,3,135,3.589,5,111,2.147,6,93,2.137,3,667,3.26,21,591,3.988,10,190,4.878,20,536,4.048,8,106,4.808,20,536,4.048,20,536,4.048,15,20,4.09,6,23,3.891,20,12060,4.302,5,1514,4.252,19,5684,4.369,0,0,,8,242,4.707,20,1838,4.259,1,1,5.0,2,12,3.4,0,0,,1,286,3.8,20,536,4.048,84,386.03,5.46,19.28,18.16,9.42,1.85
1300,San Fernando de Henares,40.42553,-3.536694,38969.0,20,17411,4.042,20,3294,3.885,20,897,3.951,20,582,2.373,20,482,2.382,20,4930,4.043,39,18642,3.889,20,2366,3.384,20,16565,3.99,27,401,4.654,22,16588,3.991,20,16565,3.99,21,449,3.194,20,59,4.249,20,21062,4.032,20,5590,4.197,20,17144,4.128,2,2699,4.2,20,5365,4.225,20,719,4.167,12,11301,3.911,5,226,4.6,1,8,4.3,2,850,3.274,20,16565,3.99,84,369.7,19.73,1.61,18.63,8.21,2.79
1317,San Lorenzo de El Escorial,40.59167,-4.149123,18772.0,10,5497,3.987,10,1278,4.006,11,469,4.39,8,170,2.266,10,121,2.474,6,812,4.177,26,47208,4.554,15,672,3.132,20,46963,4.558,20,120,4.813,22,46964,4.558,21,47052,4.555,21,283,4.216,16,707,3.588,20,28529,4.208,20,14677,4.033,20,18962,4.115,0,0,,20,916,4.714,20,8065,4.45,3,1647,4.078,1,23,4.0,1,9,4.4,3,249,3.551,20,46963,4.558,58,333.61,6.02,6.68,26.24,26.24,1.6
1322,San Martín de la Vega,40.2078,-3.568544,20664.0,11,3823,4.041,5,558,3.908,6,262,3.927,6,122,1.816,5,87,1.983,1,534,4.0,22,2447,4.228,7,522,3.737,20,2407,4.228,16,331,4.764,20,2407,4.228,20,2407,4.228,20,5,3.6,4,40,4.285,20,7873,4.329,8,2417,4.178,20,5457,4.2,0,0,,11,686,4.182,20,2222,4.23,1,4,4.5,2,14,4.0,0,0,,1,248,3.6,20,2407,4.228,78,300.29,10.06,4.49,20.02,13.45,1.94
1338,San Martín de Valdeiglesias,40.36174,-4.397521,9120.0,10,5534,4.052,7,515,3.998,4,196,4.227,4,74,2.322,5,49,2.384,2,337,3.891,21,1112,4.231,9,292,4.192,20,1095,4.252,8,139,4.5,20,1095,4.252,21,1097,4.249,10,16,3.763,8,5,3.42,19,7542,4.173,6,1315,4.219,20,3970,4.298,1,343,4.2,4,142,4.846,10,5851,4.0,1,0,,2,5,2.8,1,6,4.3,0,0,,20,1095,4.252,75,99.4,2.97,32.1,9.62,9.62,2.7
1356,Santa María de la Alameda,40.5957,-4.257937,1516.0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20,2400,4.656,0,0,,20,2400,4.656,0,0,,20,2400,4.656,20,2400,4.656,6,1,5.0,1,197,4.2,3,2181,4.717,0,0,,1,145,4.3,0,0,,0,0,,12,144,4.601,0,0,,0,0,,0,0,,0,0,,20,2400,4.656,61,310.24,3.1,12.57,23.9,23.9,1.72
1369,Santorcaz,40.47216,-3.233114,998.0,1,11,4.2,0,0,,2,8,4.4,0,0,,0,0,,0,0,,20,1363,4.231,0,0,,20,1363,4.231,2,6,5.0,20,1363,4.231,20,1363,4.231,3,3,3.667,1,0,,1,1058,4.2,1,1058,4.2,4,1280,4.236,0,0,,2,35,4.563,12,76,3.98,0,0,,0,0,,0,0,,1,24,4.3,20,1363,4.231,85,325.98,5.77,10.8,17.2,9.16,1.82
1375,Santos de la Humosa (Los),40.50191,-3.254799,2797.0,1,3,5.0,1,3,5.0,2,19,4.032,0,0,,0,0,,0,0,,20,3377,4.278,0,0,,20,3377,4.278,2,21,4.714,20,3377,4.278,20,3377,4.278,3,1,4.0,1,0,,2,2441,4.447,0,0,,4,370,4.198,0,0,,2,56,4.477,10,44,3.925,0,0,,0,0,,0,0,,1,122,3.9,20,3377,4.278,87,331.94,3.81,9.06,14.65,6.61,1.64
1381,Serna del Monte (La),41.02979,-3.625026,105.0,0,0,,0,0,,1,3,5.0,0,0,,0,0,,2,883,3.9,20,2249,4.643,0,0,,20,2249,4.643,1,0,,20,2249,4.643,24,2258,4.643,11,9,4.444,0,0,,6,2657,4.439,1,465,3.9,6,3266,4.565,0,0,,0,0,,17,164,4.359,0,0,,0,0,,0,0,,3,48,4.4,20,2249,4.643,75,362.03,3.13,31.96,11.38,7.96,0.78
1408,Serranillos del Valle,40.20465,-3.885819,4632.0,3,693,4.045,0,0,,3,146,4.718,3,46,3.554,4,46,3.554,4,163,3.607,21,890,4.181,2,2,5.0,20,890,4.181,5,72,4.738,20,890,4.181,20,890,4.181,20,8,4.125,1,1,5.0,9,1562,4.053,0,0,,7,1033,4.244,0,0,,6,173,4.643,11,237,4.023,0,0,,1,0,,0,0,,1,51,3.5,20,890,4.181,75,387.68,10.42,8.24,22.95,15.63,0.9
1415,Sevilla la Nueva,40.34781,-4.027501,9694.0,2,1394,4.07,3,548,4.049,7,160,4.258,4,41,3.166,3,16,3.8,1,91,3.7,21,1513,4.334,2,116,4.7,20,1502,4.34,12,153,4.776,20,1502,4.34,21,1502,4.34,17,10,3.6,2,0,,19,5785,4.307,6,1499,4.345,15,3988,4.35,0,0,,6,182,4.83,20,628,4.441,0,0,,1,0,,0,0,,1,282,4.0,20,1502,4.34,83,357.03,9.7,8.59,13.59,10.6,1.29
1436,Somosierra,41.13312,-3.581837,98.0,1,77,4.2,0,0,,0,0,,0,0,,0,0,,2,373,4.0,20,1614,4.667,0,0,,20,1614,4.667,0,0,,20,1614,4.667,20,1614,4.667,4,6,4.833,2,40,4.365,2,2505,3.978,1,2225,3.9,0,0,,0,0,,0,0,,8,1721,4.67,0,0,,0,0,,1,0,,1,10,4.8,20,1614,4.667,74,342.24,1.31,33.46,6.63,4.67,0.62
1441,Soto del Real,40.75428,-3.783356,9436.0,3,1069,3.562,1,2,3.0,3,143,4.069,3,71,2.499,3,50,2.666,1,12,2.2,24,2692,3.875,9,442,4.198,20,2531,3.887,7,59,4.936,20,2531,3.887,20,2531,3.887,20,7,4.286,2,2,4.0,20,10971,4.265,6,1627,4.216,20,3759,4.25,0,0,,8,175,4.755,15,509,4.254,2,277,3.934,1,9,3.2,0,0,,1,473,4.1,20,2531,3.887,78,508.24,5.35,18.92,19.21,13.45,1.45
1454,Talamanca de Jarama,40.74688,-3.513244,4526.0,4,533,4.375,0,0,,2,64,4.763,0,0,,1,1,1.0,1,23,4.0,20,3226,4.21,0,0,,20,3226,4.21,3,0,,20,3226,4.21,20,3226,4.21,11,21,4.143,2,4,4.5,10,3662,4.212,2,15,4.0,10,3691,4.218,0,0,,3,298,4.439,13,138,4.229,0,0,,0,0,,0,0,,1,226,4.3,20,3226,4.21,82,369.01,2.69,23.62,11.75,5.56,1.24
1467,Tielmes,40.24457,-3.314466,2807.0,1,309,4.1,2,14,3.571,1,61,4.7,3,42,3.143,3,21,3.586,1,89,3.9,21,493,4.141,1,1,5.0,20,492,4.143,2,0,,20,492,4.143,20,492,4.143,8,4,4.25,5,5,4.6,5,1194,3.796,0,0,,5,1094,3.855,0,0,,0,0,,5,167,4.233,0,0,,0,0,,0,0,,1,65,4.3,20,492,4.143,80,271.66,9.6,22.97,12.64,12.64,1.98
1473,Titulcia,40.13673,-3.570501,1393.0,0,0,,2,87,4.6,1,11,2.5,0,0,,0,0,,0,0,,20,3085,4.347,0,0,,20,3085,4.347,2,0,,20,3085,4.347,20,3085,4.347,4,4,3.75,1,45,4.3,6,2426,4.372,1,4,4.5,2,329,3.838,0,0,,1,2,3.0,8,255,4.502,0,0,,0,0,,1,0,,1,50,4.2,20,3085,4.347,72,292.87,9.32,3.73,26.03,17.38,1.56
1492,Torrejón de la Calzada,40.20154,-3.798929,10366.0,9,7101,3.956,5,309,3.984,5,196,4.565,6,95,3.002,8,64,3.559,2,241,3.831,26,3653,3.689,9,1361,3.179,20,2279,4.089,12,29,4.103,20,2279,4.089,20,2279,4.089,20,10,4.19,12,122,3.393,20,6985,4.216,11,2513,4.312,18,4335,4.346,0,0,,8,578,4.881,17,219,4.032,0,0,,1,0,,0,0,,2,244,3.796,20,2279,4.089,67,386.37,14.14,3.86,29.13,20.26,0.93
1505,Torrejón de Velasco,40.18713,-3.778751,4887.0,9,7101,3.956,5,309,3.984,6,208,4.567,6,95,3.002,8,64,3.559,4,365,3.891,24,2687,4.17,7,451,4.958,20,2230,4.109,9,24,4.333,20,2230,4.109,20,2230,4.109,20,9,4.333,3,2,3.0,20,5911,4.269,10,1964,4.46,17,3304,4.43,0,0,,9,679,4.88,20,219,4.032,0,0,,2,0,,0,0,,2,244,3.796,20,2230,4.109,71,374.54,12.13,5.37,25.11,18.12,0.91
1512,Torrelaguna,40.82785,-3.538488,4992.0,4,381,4.013,3,205,3.98,1,66,3.7,4,54,3.031,4,36,3.397,1,327,4.1,20,1513,4.413,2,182,4.713,20,1513,4.413,5,2,5.0,20,1513,4.413,20,1513,4.413,10,10,5.0,2,28,4.0,16,9738,4.16,5,3511,4.091,8,4398,4.229,0,0,,4,282,4.368,7,8,4.638,0,0,,1,0,,0,0,,1,78,4.1,20,1513,4.413,79,359.17,3.23,27.2,13.02,7.0,0.93
1527,Torrelodones,40.57628,-3.929452,25250.0,11,6052,4.107,4,417,3.913,10,315,4.247,7,221,2.641,13,179,2.914,2,438,3.834,31,7572,4.133,20,3158,3.741,20,7127,4.122,20,485,4.922,21,7127,4.122,24,7130,4.122,21,87,3.828,12,41,3.907,20,16363,4.329,16,5523,4.31,20,11832,4.374,2,1471,4.3,20,1387,4.438,20,4326,4.284,5,8201,4.0,2,16,4.6,0,0,,1,194,3.8,20,7127,4.122,58,406.23,7.28,7.9,26.59,26.59,1.59
1533,Torremocha de Jarama,40.83705,-3.494407,1134.0,1,44,4.4,1,2,3.5,2,30,4.853,0,0,,1,0,,0,0,,21,501,4.375,2,16,4.119,20,496,4.373,5,0,,21,496,4.373,20,496,4.373,17,8,4.875,2,4,3.0,5,1773,4.449,0,0,,3,789,4.397,0,0,,0,0,,6,20,4.89,0,0,,0,0,,0,0,,2,150,3.613,20,496,4.373,76,351.14,1.48,30.95,6.5,4.39,0.85
1548,Torres de la Alameda,40.40473,-3.360132,7742.0,4,1433,4.154,2,9,5.0,4,146,4.486,2,21,3.071,2,16,2.969,4,633,4.326,20,1885,4.451,3,64,2.369,20,1885,4.451,4,13,4.723,21,1885,4.451,20,1885,4.451,20,6,3.333,3,84,4.0,17,4977,4.242,5,2141,4.36,13,2998,4.445,0,0,,2,53,4.819,12,175,4.262,0,0,,2,0,,0,0,,1,94,3.6,20,1885,4.451,82,389.76,9.11,6.39,20.13,10.87,2.52
1551,Valdaracete,40.21115,-3.194556,653.0,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,20,221,4.505,0,0,,20,221,4.505,2,0,,20,221,4.505,20,221,4.505,4,0,,0,0,,0,0,,0,0,,1,145,4.6,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,28,4.3,20,221,4.505,79,262.09,7.77,26.48,9.87,9.87,1.91
1564,Valdeavero,40.63099,-3.332983,1817.0,1,1040,4.1,0,0,,6,135,4.861,3,38,2.255,5,14,2.693,1,274,3.9,22,701,3.609,0,0,,20,687,3.592,4,0,,20,687,3.592,21,692,3.599,11,9,3.778,3,32,4.4,9,1130,4.232,2,252,4.522,7,945,4.224,0,0,,3,1,3.0,5,12,3.5,1,115,4.3,0,0,,0,0,,3,223,3.004,20,687,3.592,88,264.85,3.11,15.3,12.46,5.98,1.26
1570,Valdelaguna,40.16192,-3.367249,1079.0,0,0,,1,3,5.0,0,0,,0,0,,0,0,,0,0,,22,730,4.406,0,0,,20,730,4.406,4,0,,20,730,4.406,20,730,4.406,14,0,,1,1,5.0,0,0,,0,0,,2,94,4.217,0,0,,3,2,5.0,2,7,3.7,0,0,,0,0,,0,0,,1,32,4.3,20,730,4.406,79,271.92,11.82,14.38,18.87,13.09,1.95
1586,Valdemanco,40.87252,-3.662956,1065.0,1,37,4.4,0,0,,1,17,4.1,0,0,,0,0,,0,0,,20,4495,4.336,1,1,4.0,20,4495,4.336,1,0,,20,4495,4.336,20,4495,4.336,11,5,4.6,3,5,4.62,4,4133,4.341,3,1027,4.276,2,381,4.287,0,0,,0,0,,17,318,4.644,0,0,,0,0,,0,0,,1,25,4.6,20,4495,4.336,84,397.68,1.79,20.57,12.98,6.03,1.03
1599,Valdemaqueda,40.51147,-4.295926,836.0,1,85,4.4,0,0,,1,19,4.5,0,0,,0,0,,0,0,,20,2425,4.206,0,0,,20,2425,4.206,1,0,,20,2425,4.206,20,2425,4.206,11,3,4.667,1,3,4.0,5,534,4.044,0,0,,5,443,4.215,0,0,,1,0,,13,1977,4.215,0,0,,0,0,,0,0,,1,28,3.9,20,2425,4.206,75,230.54,2.54,17.94,15.7,15.7,1.98
1603,Valdemorillo,40.50208,-4.065841,14139.0,5,2334,3.913,3,80,4.112,4,248,4.004,3,85,2.656,4,56,3.1,1,402,3.8,21,1643,4.01,2,6,5.0,20,1643,4.01,8,14,4.65,20,1643,4.01,21,1643,4.01,20,4,3.75,6,9,4.233,20,5447,4.386,6,1226,4.355,20,3719,4.178,0,0,,8,409,4.786,19,1061,4.198,2,7,4.1,2,5,5.0,0,0,,1,172,2.8,20,1643,4.01,62,354.52,7.59,8.43,23.29,23.29,1.58
1625,Valdeolmos-Alalpardo,40.62949,-3.475017,4579.0,2,9,4.2,0,0,,1,64,4.8,1,20,1.8,1,0,,0,0,,20,1340,4.39,2,5,4.4,20,1340,4.39,6,10,4.5,20,1340,4.39,23,1343,4.391,18,7,4.714,0,0,,5,2909,4.552,1,68,4.2,7,2602,4.513,0,0,,2,36,4.611,12,233,4.571,0,0,,0,0,,0,0,,1,44,3.8,20,1340,4.39,78,369.64,4.27,28.56,18.47,8.4,1.83
1631,Valdepiélagos,40.76059,-3.465914,623.0,0,0,,0,0,,1,16,4.8,0,0,,0,0,,0,0,,20,427,4.589,0,0,,20,427,4.589,2,0,,20,427,4.589,20,427,4.589,2,2,4.0,0,0,,1,81,4.2,0,0,,0,0,,0,0,,1,14,5.0,4,5,4.6,0,0,,0,0,,0,0,,1,54,4.5,20,427,4.589,80,348.42,3.76,25.32,14.39,8.55,1.11
1646,Valdetorres de Jarama,40.69559,-3.514251,5050.0,4,348,3.838,2,4,2.8,2,72,4.333,1,8,2.6,1,0,,1,390,4.0,21,1577,4.34,2,62,4.5,20,1577,4.34,3,2,5.0,20,1577,4.34,21,1580,4.34,15,9,4.422,1,0,,5,2115,4.463,2,687,4.313,11,1657,4.288,0,0,,0,0,,8,94,4.355,0,0,,1,16,4.0,0,0,,1,247,4.2,20,1577,4.34,81,380.16,4.39,24.43,17.13,8.2,1.53
1659,Valdilecha,40.29548,-3.303884,3228.0,3,98,3.243,0,0,,1,28,4.7,2,9,3.222,2,5,3.4,1,5,1.2,20,2463,4.591,0,0,,20,2463,4.591,1,0,,20,2463,4.591,20,2463,4.591,4,5,2.62,2,1,5.0,5,3426,4.569,1,0,,3,282,4.41,0,0,,1,1,5.0,6,38,4.405,1,3,4.7,0,0,,0,0,,1,71,4.4,20,2463,4.591,78,276.94,7.3,27.75,12.19,12.19,1.99
1662,Valverde de Alcalá,40.41972,-3.298921,555.0,5,272,4.051,2,185,4.0,2,42,4.614,2,86,4.098,2,68,4.6,3,285,4.0,20,861,4.289,2,2,1.0,20,861,4.289,5,4,5.0,20,861,4.289,20,861,4.289,20,10,4.71,2,0,,11,1593,4.341,3,476,4.345,8,922,4.28,0,0,,4,232,3.906,13,28,4.218,0,0,,1,0,,0,0,,3,134,4.137,20,861,4.289,83,374.52,7.82,9.96,18.59,10.55,2.35
1678,Velilla de San Antonio,40.36703,-3.488029,14008.0,5,1742,4.261,1,0,,6,365,4.359,5,56,3.093,5,42,3.59,5,654,4.132,21,2293,4.028,5,418,3.724,20,2244,4.033,10,249,4.269,21,2246,4.034,21,2246,4.033,20,14,3.8,6,67,4.057,20,5982,4.274,11,1359,4.463,20,2837,4.383,0,0,,13,546,4.947,20,1758,4.197,2,30,4.613,1,0,,0,0,,1,398,4.0,20,2244,4.033,78,323.16,16.27,4.67,20.68,13.78,2.66
1684,Vellón (El),40.76603,-3.582034,2160.0,1,62,3.6,1,62,3.6,1,18,4.4,1,0,,1,4,2.5,0,0,,20,1288,4.481,0,0,,20,1288,4.481,3,3,5.0,20,1288,4.481,21,1288,4.481,19,4,3.25,2,3,4.667,9,2130,4.28,1,18,4.7,8,1081,4.11,0,0,,2,313,5.0,18,214,4.179,0,0,,0,0,,0,0,,1,99,4.2,20,1288,4.481,84,402.15,4.34,19.54,17.85,8.62,1.29
1697,Venturada,40.79869,-3.622139,2577.0,2,114,4.059,1,6,4.5,1,21,3.6,2,10,2.7,0,0,,1,865,3.9,21,2156,4.143,1,7,1.0,20,2156,4.143,2,3,5.0,20,2156,4.143,23,2161,4.144,17,25,3.776,3,6,3.5,8,1854,4.238,0,0,,6,771,4.373,0,0,,2,93,4.6,5,14,3.979,0,0,,0,0,,0,0,,2,166,4.004,20,2156,4.143,83,409.79,3.55,16.67,19.3,8.92,1.2
1718,Villa del Prado,40.27678,-4.305642,7424.0,5,1074,3.92,2,490,3.902,3,119,4.217,4,13,1.462,6,15,1.533,3,57,4.068,21,1965,3.997,3,954,5.0,20,1915,3.971,4,2,4.5,20,1915,3.971,20,1915,3.971,11,8,3.775,2,0,,12,3583,4.293,5,1154,3.964,8,1536,4.095,1,671,4.5,3,198,3.845,11,65,4.657,0,0,,1,3,4.7,0,0,,0,0,,20,1915,3.971,75,88.36,1.62,31.38,2.4,1.16,3.03
1701,Villaconejos,40.10424,-3.484903,3487.0,5,436,3.911,1,4,5.0,2,27,3.889,2,15,2.32,2,6,3.7,3,128,4.091,20,1375,4.306,0,0,,20,1375,4.306,2,0,,20,1375,4.306,20,1375,4.306,13,5,4.6,0,0,,10,1083,4.449,1,192,4.1,8,1315,4.375,0,0,,2,16,4.675,5,87,3.828,0,0,,0,0,,0,0,,1,32,3.6,20,1375,4.306,72,279.83,9.74,5.55,30.83,16.68,1.64
1723,Villalbilla,40.43228,-3.298869,17967.0,5,272,4.051,2,185,4.0,2,42,4.614,2,86,4.098,2,68,4.6,5,556,4.233,20,1255,4.316,2,2,1.0,20,1255,4.316,5,4,5.0,20,1255,4.316,20,1255,4.316,20,11,4.736,3,4,4.3,13,3111,4.471,4,534,4.351,8,922,4.28,0,0,,5,322,4.184,14,27,4.226,0,0,,1,0,,0,0,,3,134,4.137,20,1255,4.316,83,383.12,7.8,8.22,19.4,10.32,2.36
1739,Villamanrique de Tajo,40.06812,-3.240428,820.0,2,6,5.0,1,4,4.8,1,17,3.7,0,0,,0,0,,0,0,,20,826,4.55,0,0,,20,826,4.55,1,0,,20,826,4.55,20,826,4.55,3,0,,0,0,,1,309,4.5,0,0,,3,557,4.538,0,0,,0,0,,2,247,4.004,0,0,,0,0,,0,0,,1,31,3.9,20,826,4.55,79,265.53,12.85,15.12,17.54,13.39,1.79
1744,Villamanta,40.29961,-4.110051,2855.0,1,127,3.6,1,127,3.6,1,18,3.2,1,13,2.5,1,0,,1,184,4.1,20,1690,4.197,1,42,4.8,20,1690,4.197,3,2,4.5,20,1690,4.197,21,1692,4.198,9,7,4.714,0,0,,5,1069,4.215,2,596,4.1,3,136,4.735,0,0,,3,144,4.871,4,7,4.0,0,0,,2,1,5.0,0,0,,1,161,3.8,20,1690,4.197,85,211.7,6.57,19.36,12.76,7.71,2.11
1757,Villamantilla,40.33805,-4.13056,1620.0,1,13,4.6,1,17,4.5,1,10,3.8,0,0,,0,0,,0,0,,20,1909,4.379,1,0,,20,1909,4.379,2,4,4.0,20,1909,4.379,21,1910,4.38,7,4,3.75,0,0,,2,1757,4.4,0,0,,1,13,3.6,0,0,,1,59,4.8,2,0,,0,0,,0,0,,0,0,,1,27,3.9,20,1909,4.379,86,212.16,7.6,18.61,12.49,9.08,2.12
1760,Villanueva de la Cañada,40.44681,-4.005355,23714.0,9,2894,4.071,5,627,3.815,7,333,4.287,7,229,2.415,9,181,2.426,3,596,3.842,26,3473,4.02,20,1399,4.028,20,2723,3.95,19,295,4.862,23,2895,4.007,20,2723,3.95,20,20,4.615,10,58,4.572,20,11440,4.326,11,3394,4.158,20,9337,4.341,0,0,,17,1184,4.425,20,99,4.199,1,105,4.2,2,17,3.9,1,1,5.0,1,173,4.3,20,2723,3.95,69,344.43,10.08,9.05,19.48,19.01,1.46
1782,Villanueva de Perales,40.34705,-4.101031,1718.0,1,90,4.3,0,0,,1,7,5.0,0,0,,0,0,,0,0,,20,565,4.522,1,0,,20,565,4.522,7,119,4.087,20,565,4.522,22,566,4.522,11,6,3.5,0,0,,1,319,4.5,1,125,4.4,1,13,3.6,0,0,,1,59,4.8,9,11,4.709,1,0,,0,0,,0,0,,1,29,3.9,20,565,4.522,83,254.34,9.18,15.34,14.18,10.65,1.87
1776,Villanueva del Pardillo,40.49063,-3.964322,17994.0,7,2947,4.115,4,185,4.063,5,270,3.836,4,133,2.098,5,105,2.151,2,904,3.888,25,1633,4.198,15,645,4.244,20,1404,4.094,16,109,4.636,20,1404,4.094,22,1408,4.091,20,8,3.9,12,16,3.95,20,4332,4.313,11,3081,4.232,16,8497,4.317,0,0,,18,1354,4.628,20,495,3.737,0,0,,2,0,,0,0,,1,119,3.9,20,1404,4.094,65,356.9,10.83,9.01,21.68,21.68,1.52
1795,Villar del Olmo,40.33669,-3.235551,2274.0,0,0,,0,0,,1,20,4.9,0,0,,0,0,,0,0,,20,696,4.468,0,0,,20,696,4.468,3,0,,20,696,4.468,20,696,4.468,5,6,3.0,1,0,,2,474,4.427,1,431,4.5,3,90,4.308,0,0,,1,0,,14,176,4.505,0,0,,0,0,,0,0,,0,0,,20,696,4.468,75,273.12,3.88,31.98,8.89,8.89,1.95
1809,Villarejo de Salvanés,40.16873,-3.275975,7887.0,2,1375,4.245,2,6,4.667,3,59,4.7,4,67,1.439,4,53,1.475,4,1174,3.922,22,676,4.172,4,100,2.982,20,676,4.172,7,22,5.0,20,676,4.172,21,678,4.17,20,8,4.5,2,0,,20,5301,4.326,7,1330,4.301,20,4664,4.34,0,0,,3,148,4.697,4,29,3.966,1,0,,1,5,3.6,0,0,,1,77,3.9,20,676,4.172,84,265.0,12.23,16.31,12.4,10.0,1.91
1816,Villaviciosa de Odón,40.3571,-3.90059,29294.0,12,4436,4.209,5,190,3.714,9,245,4.357,12,481,3.211,14,312,3.64,7,1146,3.942,26,4498,3.804,20,1505,4.796,20,4426,3.798,20,538,4.702,28,4460,3.802,21,4427,3.798,20,10,3.8,14,52,4.242,20,14409,4.168,20,5330,4.289,20,8940,4.224,3,976,4.5,20,1296,4.789,20,1456,4.384,3,829,3.577,2,30,3.2,1,6,5.0,1,232,3.3,20,4426,3.798,81,420.39,12.13,3.04,16.23,12.06,0.88
1821,Villavieja del Lozoya,41.00592,-3.671118,327.0,0,0,,0,0,,1,5,4.2,0,0,,0,0,,0,0,,20,684,4.464,0,0,,20,684,4.464,3,46,5.0,20,684,4.464,21,684,4.464,6,1,4.0,0,0,,2,389,4.426,1,15,4.5,3,194,4.407,0,0,,0,0,,3,31,4.5,0,0,,0,0,,0,0,,1,46,3.5,20,684,4.464,77,372.14,3.17,29.71,12.73,8.57,0.85
1837,Zarzalejo,40.54749,-4.181604,1870.0,2,34,4.271,0,0,,1,45,4.7,1,9,4.0,2,9,4.0,0,0,,20,2010,4.458,2,1,5.0,20,2010,4.458,4,0,,20,2010,4.458,20,2010,4.458,17,24,3.804,3,360,3.907,6,3354,3.865,0,0,,2,654,4.252,0,0,,3,52,4.863,19,540,4.719,0,0,,0,0,,0,0,,1,84,3.9,20,2010,4.458,64,321.02,3.1,9.91,22.32,22.32,1.68
